type,id,lat,lon,brand,shop,city,street,housenumber,postcode,opening_hours
node,2186836035,46.4169304,6.2764546,Migros,supermarket,Gland,Rue Mauverney,22,1196,Mo-Sa 08:00-19:00
node,2188913027,46.200608,6.130988,Denner,supermarket,Genève,Boulevard Carl-Vogt,12,1205,Mo-We 07:30-19:00; Th 07:30-20:00; Fr 07:30-19:30; Sa 07:30-18:00
node,2196483257,47.2796082,7.3993482,Landi,supermarket,Belprahon,Dos les Terras,3,2744,Mo-Fr 08:00-18:30; Sa 08:00-17:00
node,2228946682,47.3003679,8.5488069,Migros,supermarket,Rüschlikon,Zürcherstrasse,4,8803,Mo-Sa 08:00-20:00; PH off
node,2264702137,47.3874101,8.4889206,Coop,supermarket,Zürich,Badenerstrasse,650,8048,Mo-Sa 07:30-20:00
node,2277983292,46.9491034,7.4094765,ALDI,supermarket,Bern,Murtenstrasse,143,3008,Mo-Fr 07:30-20:00; Sa 07:30-17:00
node,2286976913,47.2362329,7.7718741,VOI Migros Partner,supermarket,Aarwangen,Langenthalstrasse,44,4912,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,2289483628,47.336624,8.6191373,Migros,supermarket,Zumikon,Dorfstrasse,17,8126,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off
node,2289485720,47.3365173,8.619027299999999,Denner,supermarket,Zumikon,Dorfstrasse,17,8126,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off
node,2297683318,47.3167934,7.6953332,Migros,supermarket,Balsthal,Goldgasse,13,4710,"Mo-Th 08:00-18:30, Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,2302870551,46.8206371,8.4047956,Coop,supermarket,Engelberg,Titliszentrum,5,6390,"Mo-Fr 07:30-20:00, We 09:00-18:00, Sa 07:30-18:00, Su 09:00-18:00"
node,2323174782,47.3777313,8.5347195,Coop,supermarket,Zürich,Europaallee,5,8004,Mo-Fr 06:30-21:00; Sa 07:30-21:00
node,2330421254,47.3882833,8.4875671,Migros,supermarket,Zürich,Altstetterstrasse,145,8048,Mo-Sa 08:00-20:00; PH off
node,2341959630,47.4423777,9.4693669,Volg,supermarket,Eggersriet,Im Ried,2,9034,Mo-Sa 06:00-21:00
node,2352057195,47.2314125,8.8364452,Coop,supermarket,Jona,Allmeindstrasse,17,8645,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,2352059118,47.2314561,8.8372849,Migros,supermarket,Jona,Molkereistrasse,5,8645,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off"
node,2352059782,47.2312974,8.8372862,Denner,supermarket,Jona,Molkereistrasse,3,8645,Mo-Th 07:30-20:00; Sa 07:30-18:00
node,2365968440,47.6844221,8.6274517,Spar,supermarket,Flurlingen,Gründenstrasse,5,8247,Mo-Sa 07:00-19:00
node,2375333014,47.5949613,8.6795131,Volg,supermarket,Andelfingen,Thurtalstrasse,3,8450,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,2398356753,46.265381,6.9563938,Migros,supermarket,Collombey,Zone Artisanale Entre deux Fossaux,2,1868,Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00
node,2401239033,47.3733668,8.0031319,Migros,supermarket,Schönenwerd,C. F. Ballystrasse,14,5012,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 07:30-18:00; PH off
node,2402905767,47.3154794,9.0836646,Landi,supermarket,Wattwil,Floozstrasse,7,9630,Mo-Fr 08:00-18:30; Sa 08:00-17:00
node,2419669814,47.5211702,8.5405201,Migros,supermarket,Bülach,Bahnhofstrasse,28,8180,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,2451974131,46.5307735,6.5982907,Migros,supermarket,Renens,Avenue de Florissant,38,1020,Mo-Fr 08:00-19:00; Sa 07:30-17:00
node,2457750332,47.4567151,8.4388945,Denner,supermarket,Buchs ZH,Fliederweg,2,8107,Tu-Fr 07:30-19:00; Sa 07:30-17:00
node,2470508407,46.0217606,7.7481937,Migros,supermarket,Zermatt,Hofmattstrasse,12,3920,Mo-Su 08:00-19:00
node,2485517212,47.5800952,7.5961798,Migros,supermarket,Basel,Hochbergerstrasse,70,4057,"Mo-Fr 09:00-20:00, Sa 09:00-18:00; PH off"
node,2492051833,47.2292135,8.8206472,Denner,supermarket,Rapperswil SG,Zürcherstrasse,4,8640,Mo-Fr 09:00-20:00;Sa 09:00-18:00
node,2505746262,47.3849797,8.6587805,VOI,supermarket,Schwerzenbach,Bahnstrasse,14,8603,Mo-Sa 07:00-20:00; PH off
node,2533251313,47.1169875,8.1995094,Migros,supermarket,Sempach Station,Mettenwilstrasse,11,6203,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,2570294608,47.1229269,7.9948698,Denner,supermarket,Willisau,Kreuzstrasse,6,6130,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00; PH off
node,2570311006,47.1916974,8.8551943,Migros,supermarket,Lachen,Feldstrasse,6,8853,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,2577144568,47.5235181,7.6452237,Volg,supermarket,Muttenz,Hauptstrasse,11,4132,Mo-Sa 06:00-21:00
node,2578613547,47.3119015,8.0499663,Spar,supermarket,Schöftland,Holzikerstrasse,8,5040,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,2594028784,47.5596697,8.9011135,Migros,supermarket,Frauenfeld,Zürcherstrasse,227,8500,"Mo-Fr 07:00-19:00, Sa 08:00-18:00; PH off"
node,2600919984,46.9815929,8.3103345,Coop,supermarket,Hergiswil NW,Bahnhofstrasse,2,6052,"Mo-Fr 07:30-20:00, Sa 07:30-18:00"
node,2619445083,47.4601989,9.3889006,Migros,supermarket,Wittenbach,Oedenhof 1c,80-86,9300,Mo-We 08:00-19:00; Th 08:00-20:00; Fr 08:00-19:00; Sa 07:30-17:00; Su off
node,2637958553,47.5397111,8.8226081,Volg,supermarket,Gundetswil,Hauptstrasse,12,8543,Mo-Fr 06:00-18:30; Sa 07:30-12:00
node,2639842919,47.5570481,8.8961082,Migros,supermarket,Frauenfeld,Bahnhofplatz,70-72,8500,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,2642259706,46.8796927,8.6417406,Migros,supermarket,Altdorf UR,Gitschenstrasse,14,6460,"Mo-Th 07:30-18:30, Fr 07:30-21:00, Sa 07:30-17:00"
node,2663868342,47.5705925,7.5733682,Coop,supermarket,Basel,Vogesenplatz,10,4056,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,2697715693,46.9581417,8.3685356,Coop,supermarket,Stans,Buochserstrasse,4-6,6370,Mo-Fr 07:00-18:00; Sa 07:00-17:00
node,2745111745,46.4779593,8.8001178,Migros,supermarket,Faido,Via Pian della Croce,2,6760,"Mo-We, Fr 08:00-18:30, 09:00-18:00; Th 08:00-12:30, 14:00-20:00; Sa 08:00-18:00"
node,2749698307,47.2395287,7.8220859,VOI Migros Partner,supermarket,Roggwil,Dorfstrasse,19,4914,"Mo-Fr 08:00-19:00, Sa 07:30-17:00"
node,2757540857,47.3280334,8.7997978,Migros,supermarket,Wetzikon (ZH),Bahnhofstrasse,151,8620,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,2769900453,47.2039424,9.4425991,Volg,supermarket,Gams,Haagerstrasse,4,9473,Mo-Fr 06:30-19:00; Sa 06:30-17:00
node,2778506649,46.8207411,8.4056705,Migros,supermarket,Engelberg,Klosterstrasse,5,6390,"Mo-Fr 07:30-19:00, Sa 07:30-18:00"
node,2835662016,46.7874403,7.0766075,ALDI,supermarket,Avry-sur-Matran,Route de Matran,5,1754,Mo-We 08:00-19:00; Th 08:00-21:00; Fr 08:00-19:00; Sa 08:00-16:00
node,2853884273,46.686348100000004,7.8929517,Volg,supermarket,Bönigen,Interlakenstrasse,4,3806,Mo-Fr 07:00-20:00; Sa 07:00-19:00; Su 08:00-19:00
node,2857736035,47.405948,8.5918795,ALDI,supermarket,Zürich,Ueberlandstrasse,441,8051,Mo-Sa 08:00-20:00; Th 07:30-21:00
node,2859941184,47.2748374,8.9147401,Migros,supermarket,Wald ZH,Bahnhofstrasse,22,8636,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,2861905086,47.5527545,7.9874285,Volg,supermarket,Sisseln,Hauptstrasse,17,4334,"Mo-Fr 06:00-12:15,13:30-19:00, Sa 07:00-13:00; PH off"
node,2866713901,47.0504061,8.550274,Coop,supermarket,Goldau,Centralstrasse,5,6410,Mo-Sa 07:30-20:00
node,2866812512,47.0508444,8.5509558,Migros,supermarket,Goldau,Parkstrasse,25,6410,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,2896617088,46.9547239,7.5478924,VOI Migros Partner,supermarket,Boll,Kernstrasse,9,3067,Mo-Fr 08:00-19:00; Sa 08:00-17:00; PH off
node,2896643846,47.1371274,7.9281581,Migros,supermarket,Zell,Zelgmatte,2,6144,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,2904986747,47.4220044,9.5526165,Volg,supermarket,Oberegg,Dorfstrasse,26b,9413,Mo-Sa 06:00-20:00
node,2915808779,46.9286907,7.4503218,Coop,supermarket,Köniz,Seftigenstrasse,240,3084,Mo-Fr 08:00-20:00; Sa 08:00-17:00
node,2918518072,46.2461181,8.7061659,Denner,supermarket,Maggia,Al Stradón da Magia,75,6673,Mo-Fr 08:00-18:30; Sa 08:00-17:00; Su off
node,2926480163,47.0092507,8.4835565,Volg,supermarket,Vitznau,Seestrasse,73,6354,24/7
node,2927936198,47.4092106,8.40508,Migros,supermarket,Dietikon,Überlandstrasse,22,8953,Mo-Sa 08:00-20:00; PH off
node,2955480109,46.2649234,6.9563805,Lidl,supermarket,Collombey,Zone Artisanale Entre deux Fossaux,2,1868,"Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00; Su,PH off"
node,2955480112,46.2661867,6.9560708,Aldi,supermarket,Collombey,Zone Artisanale Entre deux Fossaux,8,1868,Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00
node,2984223833,47.3862472,8.4994783,Coop,supermarket,Zürich,Baslerstrasse,50,8048,Mo-Sa 09:00-20:00
node,3000097561,47.329774,8.5152768,VOI Migros Partner,supermarket,Zürich,Ankenweid,10,8041,Mo-Sa 07:30-20:00; PH off
node,3021856041,47.3581733,8.5179549,Denner,supermarket,Zürich,Giesshübelstrasse,65,8045,Mo-Sa 08:00-20:00
node,3068068854,47.0980518,8.2051315,Migros,supermarket,Neuenkirch,Luzernstrasse,16,6206,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,3074836889,47.5197252,9.2590664,Volg,supermarket,Zihlschlacht,Hauptstrasse,30,8588,Mo-Fr 06:00-19:30; Sa 07:00-17:00; PH off
node,3077355645,47.4010731,8.6035456,Migros,supermarket,Dübendorf,Neugutstrasse,83,8600,"Mo-Fr 09:00-20:00, Sa 09:00-18:00; PH off"
node,3111679875,46.9788526,8.4161637,Coop,supermarket,Buochs,Nähseydi,6,6374,Mo-Th 07:30-20:00; Fr 07:30-21:00; Sa 07:30-20:00; Su off; PH off
node,3115568662,47.3502682,8.7154415,Denner,supermarket,Uster,Zürichstrasse,14,8610,Mo-Su 08:00-20:00
node,3127363702,47.3724083,9.1963914,Migros,supermarket,Degersheim,Hauptstrasse,81,9113,"Mo-Fr 08:00-19:00, Sa 07:30-17:00; PH off"
node,3148801527,46.9654611,8.3549116,Migros,supermarket,Stans,Bitzistrasse,2,6370,"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off"
node,3153853234,46.9359607,7.41655,Spar,supermarket,Köniz,Könizstrasse,155,3097,"Mo-Fr 06:30-20:00; Sa 08:00-17:30; PH,Su off"
node,3169039073,46.5278485,8.6078787,Denner,supermarket,Airolo,Via della Stazione,4,6780,"Mo-Fr 07:30-12:00,13:30-18:30; Sa 07:30-18:00"
node,3203327404,46.9750321,7.4374791,Migros,supermarket,Bremgarten bei Bern,Kalchackerstrasse,9,3047,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; Su,PH closed"
node,3230695787,46.9738875,7.4966669,Coop,supermarket,Bolligen,Dorfmärit,19,3065,Mo-Fr 08:00-18:30;Sa 07:30-17:00
node,3292349968,46.9677982,9.5618886,Migros,supermarket,Landquart,Bahnhofstrasse,54,7302,Mo-Fr 07:00-19:30; Sa 08:00-18:00
node,3294363493,47.1830894,7.5617992,Migros,supermarket,Biberist,Hauptstrasse,21,4562,"Mo-Th 08:00-18:30, Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,3303882792,47.4313942,9.3963374,Migros,supermarket,St.Gallen,Rorschacherstrasse,150,9000,Mo-Fr 08:30-19:00; Th 08:30-20:00; Sa 08:00-17:00
node,3307607470,45.8702355,8.9860348,Migros,supermarket,Mendrisio,Via Luigi Lavizzari,2,6850,Mo-We 08:00-19:00; Th 08:00-20:00; Fr-Sa 08:00-19:00
node,3315683897,47.0528339,8.282553,Denner,supermarket,Luzern,Bernstrasse,110,6003,Mo-Fr 08:00-18:30; Sa 08:00-16:00
node,3324296281,47.4172408,9.3162485,Migros,supermarket,Abtwil,Wiesenbachstrasse,7,9030,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,3328715493,46.7953397,10.295286,Coop,supermarket,Scuol,Stradun,403A,7550,Mo-Fr 08:00-19:00; Sa 08:00-18:00
node,3339747629,46.9436649,7.4062121,Denner,supermarket,Bern,Europaplatz,1,3008,"Mo-Fr 07:00-20:00, Sa 08:00-17:00"
node,3339748067,46.9435008,7.4060311,Coop,supermarket,Bern,Europaplatz,1,3008,Mo-Fr 07:00-20:00; Sa 08:00-17:00
node,3340396491,47.342353,7.3176589,Volg,supermarket,Courtételle,Rue du Préfet Comte,1,2852,Mo-Fr 06:00-18:30; Sa 06:00-17:00
node,3346518652,45.8628378,8.9724493,Migros,supermarket,Mendrisio,Via Campagna Adorna,15,6850,Mo-Sa 08:00-19:00; Th 08:00-21:00
node,3357711554,47.0035487,7.1070327,VOI Migros Partner,supermarket,Ins,Moosgasse,8,3232,Mo-Fr 08:00-19:00; Sa 07:30-17:00
node,3358847508,47.4389455,9.0567001,Migros,supermarket,Kirchberg SG,Wilerstrasse,204,9533,"Mo-Fr 07:00-19:00, Sa 07:00-17:00; PH off"
node,3381351765,47.4211326,8.557843,Migros,supermarket,Opfikon,Thurgauerstrasse,106,8152,Mo-Sa 08:00-20:00; PH off
node,3393874745,46.9370917,7.3868156,Denner,supermarket,Bern,Mädergutstrasse,5,3018,"Mo-Fr 08:00-18:30, Sa 08:00-17:00; Su,PH closed"
node,3398020246,46.9739799,7.4851302,Denner,supermarket,Ittigen,Talweg,6,3063,Mo-Th 08:00-19:00;Fr 08:00-20:00;Sa 08:00-17:00
node,3400417391,47.5509982,7.5503747,Denner,supermarket,Allschwil,Steinbühlweg,13,4123,Mo-Fr 08:00-18:30; Sa 07:30-17:00
node,3402707242,47.6637357,8.9761081,Migros,supermarket,Steckborn,Im Feldbach,1b,8266,Mo-Fr 08:00-20:00; Sa 08:00-19:00; PH off
node,3411580274,47.4210328,8.5577826,Denner,supermarket,Glattbrugg,Thurgauerstrasse,106,8152,Mo-Sa 08:00-20:00
node,3419891094,47.1333841,7.2419094,Aldi,supermarket,Biel/Bienne,Bahnhofplatz,2a,2504,Mo-Fr 08:00-20:00; Sa 08:00-18:00; Su 09:00-18:00
node,3420030703,47.1347572,7.2490752,Denner,supermarket,Biel/Bienne,Silbergasse,40,2503,Mo-We 08:00-19:00; Th 08:00-20:00; Fr 08:00-19:00; Sa 08:00-17:00; Su off
node,3421417547,46.9566476,8.3661994,VOI,supermarket,Stans,Marktgasse,2,6370,"Mo-Fr 07:00-18:30, Sa 07:00-16:00; PH off"
node,3421784529,47.3998195,8.441601,Coop,supermarket,Schlieren,Goldschlägiplatz,5,8952,Mo-Sa 07:30-20:00; PH off
node,3437975720,47.0179706,7.2335616,Denner,supermarket,Kallnach,Oberfeld,8a,3283,Mo-Fr 07:00-19:00; Sa 08:00-17:00; Su 09:00-17:00
node,3468146915,46.9264276,7.4551194,ALDI,supermarket,Wabern,Seftigenstrasse,310,3084,"Mo-Fr 08:00-20:00, Sa 08:00-17:00"
node,3468336169,46.933398,7.4197151,Denner,supermarket,Köniz,Waldeggstrasse,30,3097,Mo-Fr 07:00-20:00; Sa 08:00-17:00
node,3503429368,47.3901062,8.5086792,Migros,supermarket,Zürich,Pfingstweidstrasse,101,8005,"Mo-Fr 07:00-19:00, Sa 08:00-16:00; PH off"
node,3510810512,47.0154045,8.6458641,Migros,supermarket,Ibach,Mythencenterstrasse,18,6438,"Mo-Th 09:00-20:00, Fr 09:00-21:00, Sa 08:00-18:00"
node,3517026849,46.8655618,7.1201149,Migros,supermarket,Courtepin,Route de l'Industrie,25,1784,Mo-We 08:00-19:00; Th 08:00-21:00; Fr 08:00-19:00; Sa 08:00-16:00
node,3521305464,47.1808058,7.3629126,VOI Migros Partner,supermarket,Lengnau BE,Bielstrasse,35,2543,"Mo-Fr 07:30-19:00, Sa 07:30-17:00; PH off"
node,3522302390,47.6539707,9.1417651,Migros,supermarket,Tägerwilen,Hauptstrasse,117,8274,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,3536981995,47.3065539,7.8868376,Migros,supermarket,Rothrist,Neue Aarburgerstrasse,20,4852,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,3546943157,47.6620719,8.7031861,Volg,supermarket,Schlatt (TG),Frauenfelderstrasse,65;67,8252,Mo-Fr 06:30-19:30; Sa 06:30-17:00
node,3566917455,47.3960944,8.4378172,Migros,supermarket,Schlieren,Badenerstrasse,57,8952,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,3576197233,45.9193343,8.9852892,Migros,supermarket,Melano,Via Cantonale,89,6818,Mo-Fr 08:00-18:30; Sa 08:00-18:00
node,3582021500,47.4033485,8.4979498,Alnatura,supermarket,Zürich,Kappenbühlweg,5,8049,Mo-Sa 08:00-19:00; PH off
node,3620803915,47.2051661,8.7066561,ALDI,supermarket,Richterswil,Zugerstrasse,1,8805,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,3653968759,47.3911135,8.5081865,Coop,supermarket,Zürich,Pfingstweidstrasse,106,8005,Mo-Fr 06:30-21:00; Sa 08:00-21:00
node,3660132903,47.3707333,8.0823196,Migros-Outlet,supermarket,Suhr,Hintere Bahnhofstrasse,3,5034,"Mo-Fr 09:00-18:30, Sa 09:00-16:00; PH off"
node,3661375747,47.2540111,8.8528515,Migros-Outlet,supermarket,Rüti ZH,Werkstrasse,43,8630,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,3666285010,47.4801222,8.4634119,Denner,supermarket,Dielsdorf,Ruchwiesenstrasse,2,8175,08:00-20:00; Su off; Aug 1 off
node,3685497880,46.4603251,6.8451542,Coop,supermarket,Vevey,Rue du Simplon,28,1800,Mo-Th 08:00-18:30; Fr 08:00-20:00; Sa 08:00-17:00
node,3687545703,47.4705382,8.4023114,Volg,supermarket,Boppelsen,Otelfingerstrasse,2,8113,Mo-Fr 06:00-19:30; Sa 07:00-19:30; Su off
node,3700506692,47.3543413,7.9344497,VOI Migros Partner,supermarket,Dullikon,Grundstrasse,1,4657,"Mo-Fr 07:30-18:30, Sa 07:30-18:00; PH off"
node,3718116857,46.8016213,9.8326111,Migros,supermarket,Davos,Promenade,105,7270,Mo-Fr 08:00-20:00; Sa 08:00-19:00
node,3721143528,47.3359942,8.5190003,Migros,supermarket,Zürich,Leimbachstrasse,23,8041,Mo-Sa 07:30-20:00; PH off
node,3732510103,47.4103235,8.5428255,Lidl,supermarket,Zürich,Hofwiesenstrasse,350,8050,Mo-Sa 07:30-20:00; PH off
node,3762285282,47.3368563,8.0244577,Denner,supermarket,Kölliken,Hauptstrasse,24,5742,Mo-Fr 07:30-20:00; Sa 07:30-19:00; Su 09:00-16:00
node,3784153202,46.8213341,8.6505504,Denner,supermarket,Erstfeld,Gotthardstrasse,104,6472,Mo-Fr 07:30-18:30; Sa 07:30-17:00
node,3812339377,47.4899894,8.2444306,Migros,supermarket,Gebenstorf,Wambisterstrasse,2,5412,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,3826674661,47.1553222,7.2812681,Migros,supermarket,Biel/Bienne,Sportallee,20,2503,"Mo-We 09:00-19:00, Th-Fr 09:00-20:00, Sa 08:00-17:00; PH off"
node,3831331529,47.2571775,8.8501182,Coop,supermarket,Rüti ZH,Bandwiesstrasse,11,8630,Mo-Sa 07:30-20:00
node,3831772784,47.4991633,8.7211532,Migros,supermarket,Winterthur,Strickerstrasse,3,8400,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,3846698659,47.312271,7.9216331,Migros,supermarket,Oftringen,Zürichstrasse,2,4665,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,3847638104,47.1955485,8.5248613,Migros,supermarket,Baar,Bahnhofstrasse,5,6340,"Mo-Th 07:30-19:00, Fr 07:30-21:00, Sa 07:30-17:00; PH off"
node,3889694721,47.0338678,8.4262703,Migros,supermarket,Weggis,Luzernerstrasse,44,6353,"Mo-Fr 07:30-19:00, Sa 07:30-17:00, Su 07:30-12:00"
node,3902835036,47.0337643,8.2826546,Migros,supermarket,Kriens,Luzernerstrasse,30,6010,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off"
node,3902888438,47.0343833,8.2731116,Coop,supermarket,Kriens,Hobacherweg,2,6010,"Mo,Tu,Th 08:00-18:30; We,Fr 08:00-20:00; Sa 07:30-16:00"
node,3922276285,46.5272252,6.6024522,Migros,supermarket,Prilly,Chemin du Viaduc,1,1008,Mo-Fr 08:00-19:00; Sa 07:30-18:00
node,3993563850,46.9035361,7.239706,Denner,supermarket,Laupen BE,Krautgasse,8,3177,Mo-Fr 08:00-12:15; 14:00-18:45; Sa 08:00-16:00
node,3999473220,46.831741,6.6566148,Denner,supermarket,Champagne,Rue des Chèzeaux,12,1424,"Mo-Fr 07:45-12:15,13:30-18:30;Sa 08:00-17:00"
node,4039021088,46.9489976,7.4375343,Coop,supermarket,Bern,Bahnhofplatz,10,3011,"Mo-We, Fr 06:00-20:00; Th 06:00-21:00; Sa 07:00-17:00"
node,4058187728,47.4497981,8.5317229,VOI Migros Partner,supermarket,Rümlang,Lindenstrasse,16,8153,Mo-Fr 08:00-19:00; Sa 08:00-18:00; PH off
node,4058248551,47.5001167,8.73193,Migros,supermarket,Winterthur,Stadthausstrasse,31,8400,"Mo-Fr 07:00-20:00, Sa 08:00-18:00; PH off"
node,4062279173,47.1269137,8.2497249,Migros,supermarket,Rain,Gääli,6,6026,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,4064880425,47.5655732,8.9047502,Migros,supermarket,Frauenfeld,Langfeldstrasse,53a,8500,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,4069816589,46.945398,7.4268297,Coop,supermarket,Bern,Brunnmattstrasse,20,3007,Mo-Fr 07:00-20:00; Sa 07:00-17:00; Su off
node,4072132589,47.2436924,8.4614753,Spar,supermarket,Mettmenstetten,Bahnhofstrasse,6/8,8932,Mo-Sa 07:00-20:00
node,4095400190,47.4979013,8.7247563,ALDI,supermarket,Winterthur,Archplatz,2,8400,Mo-Sa 08:00-20:00
node,4134072648,47.2623359,7.6609917,Volg,supermarket,Oberbipp,Obisgasse,7,4538,Mo-Fr 06:00-20:00; Sa 07:30-17:00; Su 07:30-12:30
node,4135620173,46.7620117,7.2088514,Coop,supermarket,Giffers,Dorfstrasse,15,1735,Mo-Fr 07:00-19:00; Th off; Sa 07:00-16:00
node,4142717258,46.8740832,7.5599771,ALDI,supermarket,Münsingen,Bahnhofplatz,1,3110,Mo-Fr 08:00-20:00; Sa 08:00-17:00
node,4161853017,47.2889646,7.719135,Migros,supermarket,Oensingen,Mühlefeldstrasse,53,4702,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-18:00; PH off
node,4171699491,47.3750326,8.5361427,Alnatura,supermarket,Zürich,Löwenstrasse,31,8001,Mo-Sa 08:00-20:00; PH off
node,4176799676,47.3552792,8.7131617,Coop,supermarket,Uster,Winterthurerstrasse,22,8610,Mo-Sa 08:00-20:00
node,4205801489,47.4089295,8.5437302,Aldi,supermarket,Zürich,Baumackerstrasse,35,8050,Mo-Sa 08:00-20:00
node,4206582889,47.4073192,8.5485107,Denner,supermarket,Zürich,Schwamendingenstrasse,24,8050,Mo-Sa 08:00-20:00
node,4226311279,47.5563661,7.5728015,Denner,supermarket,Basel,Allschwilerstrasse,38,4055,"Mo-Fr 08:00-18:30, Sa 07:30-17:00"
node,4244070962,47.4383308,8.4729685,Aldi,supermarket,Regensdorf,Feldstrasse,32,8105,Mo-Sa 07:30-20:00
node,4307893181,47.0568709,8.3101171,Coop,supermarket,Luzern,Zürichstrasse,9,6004,"Mo-We 07:30-18:30, Th,Fr 07:30-21:00, Sa 08:00-16:00"
node,4310110646,46.2097297,6.1435681,Coop,supermarket,Genève,Place de Cornavin,14,1201,Mo-We 06:00-19:00; Th 06:00-21:00; Fr 06:00-19:30; Sa 06:00-18:00
node,4310529908,47.3800378,8.4896864,Spar,supermarket,Zürich,Freilagerstrasse,51,8047,Mo-Sa 07:00-20:00
node,4314993996,47.4090314,8.5433264,Alnatura,supermarket,Zürich,Baumackerstrasse,35,8050,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,4328291097,47.3471862,8.5330722,Coop,supermarket,Zürich,Seestrasse,339,8038,Mo-Fr 07:00-21:00; Sa 08:00-21:00
node,4341245404,46.9478029,7.4362001,Migros,supermarket,Bern,Schanzenstrasse,5,3000,"Mo-Fr 06:00-20:00, Sa 06:00-17:00; PH off"
node,4342407034,47.5651143,7.6178221,Coop,supermarket,Basel,Bäumlihofstrasse,132/134,4058,"Mo-Fr 07:30-20:00, Sa 07:30-18:00"
node,4343491253,46.996546,8.6075027,Coop,supermarket,Brunnen,Bahnhofstrasse,36/38,6440,Mo-Sa 07:30-20:00
node,4364207486,47.4805982,9.0324644,Migros,supermarket,Bronschhofen,AMP-Strasse,2,9552,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,4366602090,47.2221009,8.2520035,Migros,supermarket,Hitzkirch,Richensee,2,6285,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,4379720690,47.354492,8.0471686,Spar,supermarket,Oberentfelden,Muhenstrasse,9,5036,Mo-Sa 07:00-20:00
node,4379763119,47.4967387,8.7532306,Alnatura,supermarket,Winterthur,Industriestrasse,11,8400,"Mo-Fr 08:30-20:00, Sa 08:30-19:00; PH off"
node,4419872582,47.4900683,8.8995983,Migros,supermarket,Aadorf,Bahnhofstrasse,2,8355,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off"
node,4420328782,47.1299891,7.2429885,Coop,supermarket,Biel/Bienne,Salzhausstrasse,31,2503,Mo-Th 08:00-20:00; Fr 08:00-21:00; Sa 07:30-17:00; Su off
node,4423175779,47.3808159,8.5332829,ALDI,supermarket,Zürich,Zollstrasse,58,8005,Mo-Sa 07:30-21:00
node,4434448389,47.0514167,8.298684,ALDI,supermarket,Luzern,Bruchstrasse,2,6003,"Mo-We,Fr 07:30-19:00; Th 07:30-21:00; Sa 07:30-17:00"
