type,id,lat,lon,brand,shop,city,street,housenumber,postcode,opening_hours
node,286905575,46.2988807,7.0547305,Migros,supermarket,Villars-sur-Ollon,Rue Centrale,99,1884,Mo-Sa 07:30-19:00; Apr 01-Dec 19 Su 09:00-13:00; Dec 20-Mar 31 Su 09:00-18:00
node,287465898,47.5472376,7.5536153,Migros,supermarket,Allschwil,Spitzwaldstrasse,215,4123,"Mo-Fr 08:00-20:00, Sa 07:30-19:00; PH off"
node,290331752,46.5116006,6.6597671,Migros,supermarket,Pully,Chemin du Pré-de-la-Tour,3,1009,Mo-Fr 08:00-20:00; Sa 07:30-18:00
node,291092161,46.7800543,6.6357906,Coop,supermarket,Yverdon-les-Bains,Rue d'Orbe,1,1400,Mo-Fr 08:00-18:30; Sa 08:00-18:00
node,293487431,46.7811874,6.6349389,Migros,supermarket,Yverdon-les-Bains,Rue de Neuchâtel,3,1400,"Mo-Fr 07:30-18:30, Sa 07:30-18:00; PH off"
node,295262648,47.5024247,7.5960558,Migros,supermarket,Reinach BL,Niederbergstrasse,1,4153,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,295943800,47.5403596,9.1825256,Migros,supermarket,Sulgen,Hauptstrasse,3,8583,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,298476455,46.7444501,7.6138807,Migros,supermarket,Thun,Talackerstrasse,62,3604,Mo-Th 08:00-20:00; Fr 08:00-21:00; Sa 07:30-17:00
node,298540222,47.2892115,8.539786,Coop,supermarket,Langnau am Albis,Höflistrasse,7,8135,Mo-Sa 07:30-20:00
node,298540226,47.2913031,8.5377603,Migros,supermarket,Langnau am Albis,Hintere Grundstrasse,2,8135,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,298540370,47.2942957,8.5639941,Migros,supermarket,Thalwil,Alte Landstrasse,130,8800,Mo-Sa 07:30-20:00; PH off
node,299311873,46.6242026,8.0352078,Coop,supermarket,Grindelwald,Dorfstrasse,101,3818,Mo-Su 08:00-19:00
node,300332412,47.3738098,8.6410653,Migros,supermarket,Fällanden,Unterdorfstrasse,2,8117,Mo-Sa 08:00-20:00; PH off
node,301656130,47.3685372,8.7809413,Migros,supermarket,Pfäffikon ZH,Turmstrasse,9,8330,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,301815692,47.3728259,8.5294871,Denner,supermarket,Zürich,Werdstrasse,36,8004,Mo-Sa 08:00-20:00
node,302821909,47.3494071,8.2724788,Migros,supermarket,Wohlen,Bahnhofstrasse,7,5610,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,303310841,47.3679847,8.8775826,Migros,supermarket,Bauma,Heinrich Gujerstrasse,10,8494,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,305726027,47.4533937,8.6353888,Landi,supermarket,Nürensdorf,Eigentalstrasse,51,8309,Mo-Fr 08:00-19:00; Sa 08:00-17:00
node,308188423,47.1865987,7.7037027,Migros,supermarket,Herzogenbuchsee,Bernstrasse,33,3360,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,309289260,46.6390803,6.6357033,Migros,supermarket,Echallens,Rue de Praz-Palud,2,1040,Lu-Ve 07:30-19:00; Sa 07:30-18:00
node,309442624,47.4501764,8.32741,Migros,supermarket,Neuenhof,Zürcherstrasse,19,5432,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,310133197,47.4195222,8.548286,Migros,supermarket,Zürich,Schaffhauserstrasse,470,8052,Mo-Sa 08:00-20:00; PH off
node,310789073,47.3748981,8.5234086,Denner,supermarket,Zürich,Wengistrasse,7,8004,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off
node,310859990,47.4799969,8.485237099999999,Migros,supermarket,Niederhasli,Dorfstrasse,20,8155,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,312012094,47.4114322,8.5264773,Denner,supermarket,Zürich,Regensbergstrasse,309,8050,Mo-Sa 08:00-20:00
node,312649674,47.2290212,8.6678724,Migros,supermarket,Wädenswil,Oberdorfstrasse,27,8820,Mo-Sa 08:00-20:00; PH off
node,312838980,47.3791999,8.5087992,Migros,supermarket,Zürich,Badenerstrasse,376,8004,Mo-Sa 08:00-21:00; PH off
node,313026968,47.3758009,8.5174447,Coop,supermarket,Zürich,Badenerstrasse,244,8004,Mo-Sa 07:00-22:00
node,317283183,47.2439416,8.4636498,Volg,supermarket,Mettmenstetten,Albisstrasse,3,8932,Mo-Sa 06:00-20:00; PH off
node,317466812,46.873158,7.5601521,Migros,supermarket,Münsingen,Bahnhofplatz,5,3110,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,321302285,47.3944387,8.7764573,Spar,supermarket,Russikon,Kirchgasse,1,8332,Mo-Fr 06:30-20:00 Sa 07:00-18:00
node,321361643,47.3925525,8.5384284,Migros,supermarket,Zürich,Schaffhauserstrasse,75,8057,Mo-Sa 07:30-21:00; PH off
node,321361788,47.395724799999996,8.5404707,Coop,supermarket,Zürich,Milchbuckstrasse,1-5,8057,Mo-Sa 07:30-21:00
node,321491564,47.1427895,7.2718688,VOI Migros Partner,supermarket,Biel/Bienne,Schollstrasse,2,2504,Mo-Fr 07:30-19:00; Sa 07:30-17:00
node,321947542,47.3841236,8.5317649,Denner,supermarket,Zürich,Fierzgasse,18,8005,Mo-Sa 08:00-20:00
node,323233592,47.4943127,7.6184992000000005,Migros,supermarket,Arlesheim,Postplatz,7,4144,Mo-Fr 08:00-19:00; Sa 08:00-18:00
node,323236507,47.4942966,8.3410211,Coop,supermarket,Ehrendingen,Dorfstrasse,19,5420,Mo-Fr 08:00-20:00; Sa 07:30-18:00
node,323254505,47.1448936,8.431358,Denner,supermarket,Rotkreuz,Sunneblick,31,6343,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00
node,325124472,47.2811857,8.4043892,Volg,supermarket,Ottenbach,Dorfplatz,3,8913,Mo-Sa 07:00-20:00
node,331165091,47.019854,7.4447224,Coop,supermarket,Münchenbuchsee,Oberdorfstrasse,39,3053,Mo-Th 07:00-19:00; Fr 07:00-20:00; Sa 07:00-17:00
node,335990607,47.5852901,7.6517854,Migros,supermarket,Riehen,Webergässchen,8,4125,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off"
node,336325220,46.7253107,9.557656099999999,Spar,supermarket,Lenzerheide/Lai,Voa Principala,27,7078,Mo-Fr 07:00-18:30;Sa 07:00-18:00
node,341936626,47.5018288,8.4056858,Volg,supermarket,Oberweningen,Dorfstrasse,3,8165,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,341936868,47.5074632,8.3806782,Volg,supermarket,Niederweningen,Alte Poststrasse,2,8166,Mo-Fr 06:00-20:00; Sa 07:00-18:00
node,352860119,47.3701218,8.5200924,Migros,supermarket,Zürich,Birmensdorferstrasse,140,8003,Mo-Sa 07:30-21:00; PH off
node,354481720,46.1077139,7.9262613,Coop,supermarket,Saas-Fee,Untere Dorfstrasse,41,3906,Mo-Sa 08:00-18:30; Su 09:00-18:30
node,354543032,47.349994,8.7151342,Migros,supermarket,Uster,Zürichstrasse,20,8610,Mo-Sa 08:00-20:00; PH off
node,357198361,46.4039727,8.1355456,Migros,supermarket,Fiesch,Furkastrasse,46,3984,Mo-Su 08:00-19:00
node,357299658,46.292416,7.8802315,Coop,supermarket,Visp,Kantonsstrasse,1,3930,Mo-Fr 09:00-18:30; Sa 09:00-17:00; Su off
node,359700173,46.7283941,9.5537087,Volg,supermarket,Lenzerheide/Lai,Voa Sporz,12,7078,Mo-Sa 07:00-19:00; Su 07:00-18:00
node,365340184,47.1274508,7.9971057,Coop,supermarket,Willisau,Ettiswilerstrasse,37,6130,Mo-Th 07:30-19:00; Fr 07:30-21:00; Sa 07:30-17:00
node,366139633,47.5526701,7.5927128,Migros,supermarket,Basel,Aeschenvorstadt,24,4051,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off"
node,372802218,47.4826186,7.7360487,Migros,supermarket,Liestal,Kasernenstrasse,8,4410,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,385235761,47.0559837,8.0703718,Migros,supermarket,Wolhusen,Entlebucherstrasse,36,6110,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off"
node,386270747,47.253025,8.6957963,Migros,supermarket,Männedorf,Alte Landstrasse,262,8708,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,390507903,46.028183,7.1441742,Volg,supermarket,Orsières,rue du Châtelard,24,1937,"Mo-Fr 06:00-18:45; Sa,Su 06:00-17:00"
node,391914330,46.9695609,9.6876381,Volg,supermarket,Schiers,Dorfstrasse,42,7220,Mo-Fr 06:00-19:00; Sa 06:00-17:00
node,394819083,47.5216609,7.6074542,Migros,supermarket,Münchenstein,Kaspar Pfeiffer-Strasse,2,4142,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 07:30-18:00
node,401590212,47.3526298,8.3496696,Migros,supermarket,Bremgarten AG,Zufikerstrasse,2,5620,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,409618104,47.0569221,7.6293304,Coop,supermarket,Burgdorf,Sägegasse,14,3400,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00
node,413401528,47.4570259,7.743167,Migros,supermarket,Bubendorf,Grüngenstrasse,1,4416,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,415732099,46.5342463,6.5648357,Migros,supermarket,Ecublens (VD),Chemin du Croset,7,1024,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,420847626,47.4031872,8.40575,ALDI,supermarket,Dietikon,Zürcherstrasse,5,8953,"Mo,Th,Sa 07:30-20:00; Tu-We,Fr 08:00-20:00; PH closed"
node,421617678,47.1362624,8.1920591,VOI,supermarket,Sempach,Oberstadt,6,6204,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00; PH off
node,427050153,47.4214003,8.4115391,VOI Migros Partner,supermarket,Geroldswil,Huebwiesenstrasse,26b,8954,"Mo-Fr 07:00-19:00, Sa 07:00-18:00; PH off"
node,427914141,47.1743497,8.0987534,Lidl,supermarket,Sursee,Buchenstrasse,2,6210,"Mo-We 07:30-19:00; Th,Fr 07:30-21:00; Sa 07:30-17:00"
node,430270006,46.9634938,7.4818402,Aldi,supermarket,Ostermundigen,Milchstrasse,2,3072,Mo-Fr 08:00-20:00; Sa 08:00-17:00
node,430491496,47.5673113,9.0945075,Migros,supermarket,Weinfelden,Weststrasse,27-29,8570,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,433905577,47.3203453,8.5218139,Denner,supermarket,Adliswil,Soodstrasse,52,8134,Mo-Fr 07:00-20:00; Sa 07:00-18:00; PH closed
node,434348269,46.1557134,8.7714078,Coop,supermarket,Ascona,Via Buonamano,1,6612,Mo-Fr 08:00-19:00; Sa 08:00-18:30
node,436612951,47.1178035,8.391826,Coop,supermarket,Root,Bahnhofstrasse,17,6037,Mo-Th 08:00-18:30; Fr 08:00-20:00; Sa 07:30-16:00
node,438261303,46.955334,7.433628,Migros,supermarket,Bern,Zähringerstrasse,43,3012,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off"
node,440814822,47.4231267,8.4992903,Spar,supermarket,Zürich,Wehntalerstrasse,634,8046,Mo-Sa 06:00-20:00
node,442702205,47.0778381,8.275256,Migros,supermarket,Emmenbrücke,Sonnenplatz,1,6020,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off"
node,448564067,47.5685953,8.5233655,Migros-Outlet,supermarket,Eglisau,Sandgruebstrasse,1,8193,"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off"
node,448941788,46.6344598,8.5963576,Coop,supermarket,Andermatt,Gotthardstrasse,30,6490,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,450879978,47.2783381,8.4538088,Migros,supermarket,Affoltern am Albis,Oberdorfstrasse,4,8910,Mo-Sa 08:00-20:00; PH off
node,451720086,47.3580599,8.5173007,Migros,supermarket,Zürich,Giesshübelstrasse,65,8045,Mo-Sa 08:00-20:00; PH off
node,452160401,47.4115497,8.5280301,Spar,supermarket,Zürich,Regensbergstrasse,300,8050,Mo-Sa 06:00-20:00
node,452715384,47.4204198,8.5082174,Migros,supermarket,Zürich,Jonas-Furrer-Strasse,21,8046,Mo-Sa 08:00-20:00; PH off
node,452715388,47.4199085,8.5080891,Denner,supermarket,Zürich,In Böden,174,8046,Mo-Sa 08:00-20:00
node,453138896,47.5741296,8.2558575,Migros,supermarket,Döttingen,Hauptstrasse,17,5312,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,454141500,46.9411222,7.4185719,VOI,supermarket,Bern,Könizstrasse,60,3008,Mo-Fr 07:00-20:00; Sa 08:00-17:00; PH off
node,456364553,47.318895,8.419871,Volg,supermarket,Arni,Staldenstrasse,3,8905,Mo-Sa 06:30-19:30
node,457133149,47.4105711,8.5430953,Migros,supermarket,Zürich,Hofwiesenstrasse,350-354,8050,Mo-Sa 08:00-20:00; PH off
node,457555818,47.1284908,7.5585463,Migros,supermarket,Utzenstorf,Hauptstrasse,39,3427,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,459828128,46.9561006,8.5149349,Volg,supermarket,Emmetten,Hinterhostattstrasse,4,6376,Mo-Sa 06:30-19:00; Su 08:00-18:00
node,469723663,47.6111515,8.7261239,Volg,supermarket,Ossingen,Mitteldorfstrasse,21,8475,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,470217716,47.3847889,8.527125,Coop,supermarket,Zürich,Röntgenstrasse,48,8005,Mo-Sa 07:00-21:00
node,475204307,47.240999,8.9239856,Migros,supermarket,Eschenbach SG,Rickenstrasse,12,8733,"Mo-Fr 07:30-19:00, Sa 07:30-17:00; PH off"
node,479283559,47.0199856,7.4512598,Migros,supermarket,Münchenbuchsee,Bernstrasse,14,3053,"Mo-Fr 08:00-19:00, Sa 07:30-17:00; PH off"
node,480274029,47.3937084,8.5292465,Migros,supermarket,Zürich,Scheffelstrasse,3,8037,Mo-Sa 07:30-21:00; PH off
node,480357406,47.3988666,8.5326286,Denner,supermarket,Zürich,Hofwiesenstrasse,135,8057,Mo-Sa 07:00-20:00
node,482763774,47.4137334,8.5390336,ALDI,supermarket,Zürich,Binzmühlestrasse,102,8050,Mo-Sa 07:30-20:00
node,489771088,46.9422469,7.4531136,Migros,supermarket,Bern,Thunstrasse,18,3005,"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,490962848,47.2677785,8.2605319,Volg,supermarket,Schongau,Mettmenstrasse,5,6288,Mo-Fr 07:00-18:30; Sa 07:30-17:00
node,496145119,46.967174299999996,8.5848827,Volg,supermarket,Seelisberg,Tanzplatz,4,6377,Mo-Fr 06:30-19:00; Sa 06:30-17:00
node,497729467,47.6032029,9.0050386,Volg,supermarket,Müllheim Dorf,Kreuzlingerstrasse,18,8555,Mo-Sa 06:00-21:00
node,500060387,47.5553188,7.7977519,Migros,supermarket,Rheinfelden,Lindenstrasse,3,4310,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,506053167,46.8522999,9.5346368,Coop,supermarket,Chur,Quaderstrasse,36,7000,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,506648228,47.0431572,8.3115279,Denner,supermarket,Luzern,Brünigstrasse,16,6005,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00
node,506648661,47.0423384,8.3168248,Migros,supermarket,Luzern,Tribschenstrasse,66,6005,"Mo-Fr 07:00-19:00, Sa 07:00-17:00; PH off"
node,508690458,47.233920499999996,7.6552738,VOI Migros Partner,supermarket,Wangen an der Aare,Vorstadt,14,3380,Mo-Fr 08:00-19:00;Sa 07:30-17:00
node,514589840,46.9592975,7.4551531,Coop,supermarket,Bern,Stauffacherstrasse,2,3014,"Mo-Fr 07:30-20:00, Sa 07:30-17:00"
node,515963223,47.4050955,8.4020814,Migros,supermarket,Dietikon,Löwenstrasse,28,8953,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,528141420,47.1237589,7.9948675,Migros,supermarket,Willisau,Ettiswilerstrasse,14,6130,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,529952282,46.9369871,7.4750949,Migros,supermarket,Bern,Egghölzlistrasse,1,3006,"Mo-Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,529971961,47.1731419,8.5183034,Migros,supermarket,Zug,Baarerstrasse,22,6300,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off
node,534632457,46.9374546,7.4760187,Coop,supermarket,Bern,Weltpoststrasse,20,3015,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,536500228,47.0591662,7.6208073,Migros,supermarket,Burgdorf,Lyssachstrasse,27,3400,Mo-We 08:00-19:00; Th 08:00-20:00; Fr 08:00-21:00; Sa 07:30-17:00; PH off
node,536764788,46.9395786,7.4812674,Migros,supermarket,Bern,Jupiterstrasse,15,3015,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,540757239,46.9657564,7.4636343,Migros,supermarket,Bern,Wankdorffeldstrasse,71,3014,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,540988144,47.4693583,7.5955183,Coop,supermarket,Aesch,Hauptstrasse,95,4147,"Mo-Fr 08:00-20:00, Sa 07:30-18:00"
node,540988152,47.4691204,7.5954926,Migros,supermarket,Aesch BL,Hauptstrasse,95,4147,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,544246178,47.2941009,8.2442351,Migros,supermarket,Fahrwangen,Hintergasse,12,5615,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,546161433,47.3617716,8.5149344,Lidl,supermarket,Zürich,Grubenstrasse,28,8045,"Mo, Th, Sa 07:30-21:00; Tu, We, Fr 08:00-21:00"
node,546884750,47.4016795,8.0444212,VOI Migros Partner,supermarket,Rombach,Bibersteinerstrasse,4,5022,Mo-Fr 08:00-19:00; Sa 07:30-18:00; PH off
node,548919417,47.5068626,8.7122083,Migros,supermarket,Winterthur,Wülflingerstrasse,71,8400,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off"
node,561017124,47.3979838,8.6177326,Migros,supermarket,Dübendorf,Unterdorfstrasse,7,8600,Mo-Sa 08:00-20:00; PH off
node,563138869,46.9454484,7.4628317,VOI,supermarket,Bern,Schosshaldenstrasse,16,3006,Mo-Fr 07:30-19:00; Sa 07:30-17:00; Su off; PH off
node,566472206,47.2099754,8.7038152,Denner,supermarket,Richterswil,Rosengartenstrasse,4,8805,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,568021839,46.9979566,7.4603159,ALDI,supermarket,Zollikofen,Bernstrasse,160,3052,"Mo-Fr 08:00-20:00; Sa 08:00-17:00; Su,PH off"
node,574611567,46.5522762,9.3236033,Volg,supermarket,Splügen,Splügenpassstrasse,1a,7435,Mo-Su 07:00-19:00
node,583655442,46.9536697,7.4546054,VOI,supermarket,Bern,Viktoriastrasse,49,3013,"Mo-Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,584796979,47.5560278,7.5813063,Migros,supermarket,Basel,Schützenmattstrasse,27,4051,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off"
node,588346336,47.2038879,7.5401957,ALDI,supermarket,Solothurn,Dornacherstrasse,26,4500,Mo-Fr 07:30-18:30; Th 07:30-20:00; Sa 07:30-17:00
node,594574148,47.1728168,8.1021662,Migros,supermarket,Sursee,Bahnhofstrasse,28,6210,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off
node,597610054,47.4073439,9.6290194,Migros,supermarket,Widnau,Bahnhofstrasse,2,9443,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00
node,598704140,46.6417695,6.6310578,Coop,supermarket,Echallens,Route d'Orbe,4,1040,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,598706341,47.363496,7.346629,Migros,supermarket,Delémont,Rue de la Maltière,12,2800,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 07:30-17:00; PH off
node,601509798,46.9971474,7.4587272,Coop,supermarket,Zollikofen,Märitgasse,1,3052,Mo-Th 07:00-19:00; Fr 07:00-20:00; Sa 07:00-17:00
node,602843372,46.8369492,9.4520372,Coop,supermarket,Domat/Ems,Via Nova,96,7013,Mo-Fr 08:00-20:00; Sa 08:00-18:30
node,612820572,46.2358664,7.3597285,Migros,supermarket,Sion,Avenue Ritz,31,1950,"Mo-Fr 07:30-18:30; Sa 07:30-17:00; Su, PH off"
node,614828024,47.4034212,8.5893605,Coop,supermarket,Zürich,Hirzenbachstrasse,40,8051,Mo-Sa 07:30-20:00
node,614862188,46.9635406,7.4651959,Coop;wikidata=Q432564,supermarket,Bern,Papiermühlestrasse,85,3014,Mo-Th 08:00-20:00; Fr 08:00-21:00; Sa 08:00-17:00; Su off
node,619538054,47.3746041,8.0776608,Denner,supermarket,Suhr,Mittlere Dorfstrasse,7,5034,Mo-Fr 07:30-19:00; Sa 07:30 - 18:00
node,620055074,46.9795577,8.337829,Volg,supermarket,Stansstad,Dorfplatz,15,6362,Mo-Sa 06:30-20:00; Su 08:00-18:00
node,622099197,47.3704893,8.4927577,VOI Migros Partner,supermarket,Zürich,Letzigraben,239,8047,Mo-Sa 07:30-20:00; PH off
node,623872888,47.2519351,8.7695926,Migros,supermarket,Hombrechtikon,Rütistrasse,16,8634,Mo-Sa 08:00-19:00; PH off
node,626075409,46.2010562,6.1399565,VOI,supermarket,Genève,Place du Cirque,2,1204,Mo-Fr 07:30-20:00; Sa 07:30-19:00; Su 09:00-17:00
node,629208307,47.5098844,7.554625,Migros,supermarket,Oberwil BL,Mühlemattstrasse,18,4104,Mo-Sa 08:00-20:00; PH off
node,631092302,46.187479,6.1046981,Coop,supermarket,Onex,Rue des Bossons,17-19,1213,Mo-We 08:00-19:00; Th 08:00-21:00; Fr 08:00-19:30; Sa 08:00-18:00
node,632708467,47.1814359,8.4617688,Coop,supermarket,Cham,Seehofstrasse,14,6330,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 07:30-17:00
node,635745470,46.9399952,7.4409008,ALDI,supermarket,Bern,Eigerstrasse,82,3007,Mo-Fr 07:30-20:00; Sa 07:30-17:00
node,639144592,47.4037955,8.573042300000001,Migros,supermarket,Zürich,Winterthurerstrasse,524,8051,Mo-Sa 08:00-20:00; PH off
node,651273252,47.3732882,8.5305624,Coop,supermarket,Zürich,Badenerstrasse,15,8004,Mo-Sa 07:00-21:00; PH off
node,651644038,47.3916942,8.046187,Migros,supermarket,Aarau,Igelweid,18,5000,Mo-Fr 08:00-19:00; Th 08:00-20:00; Sa 08:00-18:00; PH off
node,659862626,47.3758956,8.4870255,Coop,supermarket,Zürich,Albisriederstrasse,334,8047,Mo-Sa 08:00-20:00
node,660174913,47.1963548,8.4828142,Coop,supermarket,Steinhausen,Bahnhofstrasse,7,6312,"Mo-Th 07:00-19:00, Fr 07:00-21:00, Sa 07:00-17:00"
node,661056247,47.5623042,7.5728438,Migros,supermarket,Basel,Burgfelderstrasse,11,4055,Mo-Fr 08:00-19:00; Sa 07:30-18:00; PH off
node,661995247,47.4673647,8.3244562,Migros,supermarket,Wettingen,Landstrasse,69,5430,Mo-Sa 08:00-20:00; PH off
node,664446565,47.2737527,8.914786,Coop,supermarket,wald,Bahnhofstrasse,33,8636,Mo-Sa 07:30-20:00
node,667410777,46.9400687,7.4319625,Migros,supermarket,Bern,Seftigenstrasse,1,3007,"Mo-Fr 07:00-20:00, Sa 08:00-17:00; PH off"
node,668900326,47.2034641,7.5603451,Migros,supermarket,Zuchwil,Hauptstrasse,60-62,4528,"Mo-Fr 08:00-18:30,Sa 07:30-18:00; PH off"
node,668943412,47.0614224,8.3083616,Coop,supermarket,Luzern,Maihofstrasse,1,6006,Mo-Fr 07:30-18:30; Sa 07:30-16:00
node,668977849,46.8809204,8.6454171,Coop,supermarket,Altdorf,Hellgasse,3,6460,Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00
node,687015806,46.6264989,10.4458018,Volg,supermarket,Müstair,Via Maistra,61,7537,Mo-Fr 07:00-18:30; Sa 07:00-18:00
node,692089430,47.1507455,8.1682118,Volg,supermarket,Eich,Botenhofstrasse,2,6205,Mo-Fr 06:00-19:00; Sa 06:00-17:00
node,702374477,47.1350486,7.2443027,Migros,supermarket,Biel/Bienne,Bahnhofstrasse,15,2502,"Mo-We 07:30-19:00; Th,Fr 07:30-20:00; Sa 07:30-17:00; Su off"
node,702400147,47.1897028,7.3991810000000005,Migros,supermarket,Grenchen,Freiestrasse,10,2540,"Mo-Th 08:00-18:30, Fr 08:00-21:00, Sa 07:30-18:00; PH off"
node,704656423,47.6988386,8.6340912,Migros,supermarket,Schaffhausen,Bahnhofstrasse,56-58,8200,"Mo-Fr 07:30-19:30, Sa 07:30-18:00; PH off"
node,707688653,47.5690946,7.5796433,Coop,supermarket,Basel,Elsässerstrasse,36,4056,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,707688659,47.5683624,7.5794364,Migros,supermarket,Basel,Mülhauserstrasse,70-72,4056,Mo-Fr 07:00-20:00; Sa 07:00-18:00; PH off
node,726288113,46.9332941,7.5041936,Migros,supermarket,Gümligen,Turbenweg,1,3073,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off"
node,729897788,47.2686992,8.6463179,Coop,supermarket,Meilen,Dorfstrasse,140,8706,Mo-Sa 07:00-20:00
node,732594357,47.2650506,9.1207326,Migros,supermarket,Ebnat-Kappel,Kapplerstrasse,16,9642,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,760692391,46.5293757,6.6305889,Coop,supermarket,Lausanne,Rue de la Pontaise,14,1018,Mo-Fr 08:00-19:00; Sa 08:00-18:00
node,761492253,47.5586733,7.6018528,Migros,supermarket,Basel,Grenzacherstrasse,62-64,4058,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,763322810,47.3347288,8.529589,VOI,supermarket,Zürich,Paradiesstrasse,3,8038,Mo-Sa 08:00-20:00; PH off
node,764528274,47.3925901,8.0585382,ALDI,supermarket,Aarau,Industriestrasse,1,5000,Mo-Fr 09:00-19:00; Th 09:00-20:00; Sa 09:00-18:00; PH off
node,765330266,47.3028814,8.0476665,Migros,supermarket,Schöftland,Picardiestrasse,3,5040,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,765567648,47.3737558,8.5376871,ALDI,supermarket,Zürich,Sihlstrasse,3,8001,Mo-Sa 08:00-21:00
node,766705800,47.4134214,8.5405759,Coop,supermarket,Zürich,Sophie-Taeuber-Strasse,4,8050,Mo-Sa 07:30-21:00
node,769896120,46.90785,7.1106483,Volg,supermarket,Courgevaux,Chemin de l'Ancienne Poste,4,1796,Mo-Fr 06:00-19:00; Sa 07:00-16:00; Su 07:00-12:00
node,790036550,46.2288146,6.1200851,Migros,supermarket,Le Grand-Saconnex,Rue Sonnex,20,1218,Mo-We 08:30-19:00; Th-Fr 08:30-19:30; Sa 08:00-18:00
node,800659128,47.1285949,8.743477,Volg,supermarket,Einsiedeln,Zürichstrasse,6,8840,Mo-Fr 06:00-18:30; Sa 07:00-16:00; Su 07:00-12:00
