web-scraper-order,web-scraper-start-url,is_eventgruppe,day,name,full_date,location
"1699912011-303","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Nachts alleine im Museum","Mittwoch, 06. Dezember, 18:30","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699912011-304","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20","FREE Afro Workout Dance Fitness class in Zürich","4 Events","Afro Cuban Bodywork, Zürich (CH)"
"1699912011-305","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Jazz Night","Mittwoch, 06. Dezember, 18:30","Route Twenty-Six Restaurant, Zürich (CH)"
"1699912011-306","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Guided Tour «Kimono»","Mittwoch, 06. Dezember, 18:30","Smaragd, Zürich (CH)"
"1699912011-307","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","6 - 20","Balkan Gypsy Jam","2 Events","Galotti, Zürich (CH)"
"1699912011-308","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","ZURICH TALKS DANCE","Mittwoch, 06. Dezember, 19:00","Gessnerallee Zürich, Zürich (CH)"
"1699912011-309","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Ich komme","Mittwoch, 06. Dezember, 19:00","Sogar Theater, Zürich (CH)"
"1699912011-310","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","26","Open Space Tanz","25 Events","Opernhaus | Studiobühne, Zürich (CH)"
"1699912011-311","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Danko Jones","Mittwoch, 06. Dezember, 19:00","Dynamo, Zürich (CH)"
"1699912011-312","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21 - 14","Leben des Galilei","3 Events","Schauspielhaus Pfauen | Kammer, Zürich (CH)"
"1699912011-313","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","6 - 7","Helge Schneider: Der letzte Torero - Big L.A. Show","2 Events","Volkshaus, Zürich (CH)"
"1699912011-314","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Die Samichlaus-Show","Mittwoch, 06. Dezember, 19:30","Theater im Zollhaus, Zürich (CH)"
"1699912011-315","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Ash & The Subways (GB)","Mittwoch, 06. Dezember, 19:30","Plaza Zürich, Zürich (CH)"
"1699912011-316","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","The XxX's + DynaMusical","Mittwoch, 06. Dezember, 20:00","Dynamo, Zürich (CH)"
"1699912011-317","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Traktanden nach Noten - eine amtliche Revue","Mittwoch, 06. Dezember, 20:00","Theater Rigiblick, Zürich (CH)"
"1699912011-318","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","The Little Comedy Show At Byey's Cafe-Bar","Mittwoch, 06. Dezember, 20:00","Byey's Cafe & Bar, Zürich (CH)"
"1699912011-319","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20","Dan Elwood and his Twisted Smoke Band","6 Events","Roxy Musikbar, Zürich (CH)"
"1699912011-320","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Kings Elliot","Mittwoch, 06. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-321","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Theatersportduell","Mittwoch, 06. Dezember, 20:00","Miller's Studio, Zürich (CH)"
"1699912011-322","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Schreib-Coaching","6 Events","GZ Loogarten, Zürich (CH)"
"1699912011-323","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Geschichten aus dem Koffer","Donnerstag, 07. Dezember, 10:00","GZ Höngg, Zürich (CH)"
"1699912011-324","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","15 - 4","Öffentliche Führung «Kimono»","14 Events","Museum Rietberg, Zürich (CH)"
"1699912011-325","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Weihnachtsgeschichten","Donnerstag, 07. Dezember, 14:00","Landesmuseum Zürich, Zürich (CH)"
"1699912011-326","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","# 11: Was ist Kino?","Donnerstag, 07. Dezember, 16:15","Filmpodium Kino, Zürich (CH)"
"1699912011-327","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Virtual Dreaming","Donnerstag, 07. Dezember, 17:00","Kunsthaus Zürich, Zürich (CH)"
"1699912011-328","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Krimi Tour 7.12.23, 18-20 Uhr","Donnerstag, 07. Dezember, 18:00","Treffpunkt HB, Bahnhofshalle, unter dem Engel, Zürich (CH)"
"1699912011-329","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Führung Ausstellung: Plünderware? 5 Fragen an Objekte aus Ch","Donnerstag, 07. Dezember, 18:00","Völkerkundemuseum Universität Zürich, Zürich (CH)"
"1699912011-330","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Verleihung des Kunstpreises der Stadt Zürich 2023 an Cyril Schäublin","Donnerstag, 07. Dezember, 18:00","Filmpodium Kino, Zürich (CH)"
"1699912011-331","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","16 - 14","Probestunde Orientalischer Tanz Donnerstag Anfängerstufe","5 Events","GZ Wipkingen, Zürich (CH)"
"1699912011-332","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Weihnachtsdüfte","Donnerstag, 07. Dezember, 18:00","Botanischer Garten | Terrasse bei der Cafeteria, Zürich (CH)"
"1699912011-333","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","StoryTeller mit Alexandra Freytag","Donnerstag, 07. Dezember, 18:30","Kulturmarkt, Zürich (CH)"
"1699912011-334","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Surprise - Amanda Röntgen-Maier","Donnerstag, 07. Dezember, 18:30","Tonhalle | Kleine Tonhalle, Zürich (CH)"
"1699912011-335","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","1","Zeige dich - stelle dich ins Zentrum","3 Events","Alexandra's Raum, Zürich (CH)"
"1699912011-336","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Stories for future - Erzählband","Donnerstag, 07. Dezember, 19:00","Klimapavillon, Zürich (CH)"
"1699912011-337","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Bosse (D)","Donnerstag, 07. Dezember, 19:00","Dynamo, Zürich (CH)"
"1699912011-338","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Mind Enterprises","Donnerstag, 07. Dezember, 19:00","EXIL, Zürich (CH)"
"1699912011-339","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Ich komme","Donnerstag, 07. Dezember, 19:00","Sogar Theater, Zürich (CH)"
"1699912011-340","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Ver(w)ortungen: Usama Al Shahmani und Leta Semadeni über Orte und Sprachen ihres Schreibens","Donnerstag, 07. Dezember, 19:00","Landesmuseum Zürich, Zürich (CH)"
"1699912011-341","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Probestunde Orientalischer Tanz Donnerstagabend Mittelstufe","4 Events","GZ Wipkingen, Zürich (CH)"
"1699912011-342","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","MediCheese","Donnerstag, 07. Dezember, 19:30","HXE B1, Zürich (CH)"
"1699912011-343","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Ecst∆tic D∆NCE Zurich at Citychurch St. Jakob with Zeba","Donnerstag, 07. Dezember, 19:30","Kirche Offener St. Jakob, Zürich (CH)"
"1699912011-344","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","William Chirinos","Donnerstag, 07. Dezember, 19:30","GZ Bachwiesen, Zürich (CH)"
"1699912011-345","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Marek Janowski mit Brahms","Donnerstag, 07. Dezember, 19:30","Tonhalle | Grosse Tonhalle, Zürich (CH)"
"1699912011-346","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Liederabend Simon Keenlyside","Donnerstag, 07. Dezember, 19:30","Opernhaus | Studiobühne, Zürich (CH)"
"1699912011-347","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Kirtan / Mantra Singen","6 Events","nandalayoga, Zürich (CH)"
"1699912011-348","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","23 - 16","Johanna","3 Events","Schauspielhaus Pfauen | Kammer, Zürich (CH)"
"1699912011-349","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Yells","Donnerstag, 07. Dezember, 20:00","Waxy Bar, Zürich (CH)"
"1699912011-350","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Ds Lied vo de Bahnhöf","Donnerstag, 07. Dezember, 20:00","Theater Rigiblick, Zürich (CH)"
"1699912011-351","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Anaïs","Donnerstag, 07. Dezember, 20:00","X-TRA, Zürich (CH)"
"1699912011-352","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Open Mic Comedy, Zurich","6 Events","Auer & Co., Zürich (CH)"
"1699912011-353","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","4","That's Finta:tainment - Open Stage and Show","6 Events","Miller's Studio, Zürich (CH)"
"1699912011-354","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","Böse","Donnerstag, 07. Dezember, 20:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-355","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","7 - 21","Such Good Friends (Such Good Friends)","2 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-356","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","7","SILK - Thursday's Finest","Donnerstag, 07. Dezember, 22:00","Mascotte Club, Zürich (CH)"
"1699912011-357","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","8","Female Founders Coworking Morning","Freitag, 08. Dezember, 09:00","Impact Hub Colab, Zürich (CH)"
"1699912011-358","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","8","Fachtagung Social Workers Understanding LGBTQ Youth","Freitag, 08. Dezember, 09:00","Dynamo Jugendkulturhaus, Zürich (CH)"
"1699912011-359","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","8","Weihnachtsgeschichten","Freitag, 08. Dezember, 11:30","Landesmuseum Zürich, Zürich (CH)"
"1699912011-360","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","8","MedTalk with Alexion | AstraZeneca Rare Disease","Freitag, 08. Dezember, 12:15","ETH LFW Gebäude, Zürich (CH)"
"1699912011-361","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 22","Villa Kun(s)terbunt","3 Events","Kunsthaus Zürich, Zürich (CH)"
"1699912011-362","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","8 - 30","Tootsie (Tootsie)","2 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-363","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17 - 23","Sacred Dance Alchemy","12 Events","Radiant Heart Studio, Zürich (CH)"
"1699912011-364","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","8","Züri Xmas Tour,  8.12.23, 17h","Freitag, 08. Dezember, 17:00","Bahnhofplatz Zürich, Zürich (CH)"
"1699912011-365","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","8","Singleandfriends Speed Dating / Speed Dating-Coaching","Freitag, 08. Dezember, 17:30","Gainsbourg, Zürich (CH)"
"1699912011-366","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","8","KEA - Kundalini Energy Activation","Freitag, 08. Dezember, 17:30","Yoga Studio Zürich, Zürich (CH)"
"1699912011-367","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","8","Livingroom Pop-up by HANIMANNS","Freitag, 08. Dezember, 18:00","HANIMANNS, Zürich (CH)"
"1699912011-368","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","8","Selbstheilung anregen mit TRE und dem neurogenen Zittern","Freitag, 08. Dezember, 18:00","Entspannungspraxis, Zürich (CH)"
