web-scraper-order,web-scraper-start-url,is_eventgruppe,day,name,full_date,location,link,link-href
"1699913746-247","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Daniel Schreiber - Die Zeit der Verluste","Sonntag, 03. Dezember, 20:00","Kaufleuten Club, Zürich (CH)","Dez
				3
			
			
			
				Daniel Schreiber - Die Zeit der Verluste
									Sonntag, 03. Dezember, 20:00
								Kaufleuten Club, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/lesungen/daniel-schreiber-die-zeit-der-verluste-7120731362168916805.html"
"1699913746-248","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Hotel & Gastro Party","Sonntag, 03. Dezember, 23:00","Mascotte, Zürich (CH)","Dez
				3
			
			
			
				Hotel & Gastro Party
									Sonntag, 03. Dezember, 23:00
								Mascotte, Zürich (CH)","https://eventfrog.ch/de/p/party/pop-rock/hotel-gastro-party-7125517144469489199.html"
"1699913746-249","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Velowerkstatt","11 Events","GZ Bachwiesen, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				21
			
			
			
				Velowerkstatt
									11 Events
								GZ Bachwiesen, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/velowerkstatt-7123663994712169197.html"
"1699913746-250","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","HAPPY  HOUR im Uhrenmuseum Beyer","Montag, 04. Dezember, 17:30","Uhrenmuseum Beyer, Zürich (CH)","Wenige Tickets
							
					
		

						
				Dez
				4
			
			
			
				HAPPY  HOUR im Uhrenmuseum Beyer
									Montag, 04. Dezember, 17:30
								Uhrenmuseum Beyer, Zürich (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/happy-hour-im-uhrenmuseum-beyer-7073987002333275254.html"
"1699913746-251","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","WOW - öffentliche Führungen","Montag, 04. Dezember, 18:15","Wow Museum - Room for Illusions, Zürich (CH)","Dez
				4
			
			
			
				WOW - öffentliche Führungen
									Montag, 04. Dezember, 18:15
								Wow Museum - Room for Illusions, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/fuehrung/wow-oeffentliche-fuehrungen-7082754055215166513.html"
"1699913746-252","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","18","Probestunde Orientalischer Tanz Montagabend Mittelstufe","4 Events","GZ Buchegg, Zürich (CH)","Tickets
							
							
					Eventgruppe
				
					
		

						
				bis Dez
				18
			
			
			
				Probestunde Orientalischer Tanz Montagabend Mittelstufe
									4 Events
								GZ Buchegg, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/probelektion-orientalischer-tanz-montagabend-mittelstufe-7099815425576260310.html"
"1699913746-253","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","16 - 4","A New Leaf (A New Leaf)","3 Events","Filmpodium Kino, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					16 - 4
				
			
			
				A New Leaf (A New Leaf)
									3 Events
								Filmpodium Kino, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/a-new-leaf-a-new-leaf-7122773568769727945.html"
"1699913746-254","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Wonk Unit (GB) / The Sensitives (SWE)","Montag, 04. Dezember, 19:00","Dynamo, Zürich (CH)","Dez
				4
			
			
			
				Wonk Unit (GB) / The Sensitives (SWE)
									Montag, 04. Dezember, 19:00
								Dynamo, Zürich (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/wonk-unit-gb-the-sensitives-swe-7129822184990554358.html"
"1699913746-255","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Skindred (GB)","Montag, 04. Dezember, 19:00","Dynamo, Zürich (CH)","Dez
				4
			
			
			
				Skindred (GB)
									Montag, 04. Dezember, 19:00
								Dynamo, Zürich (CH)","https://eventfrog.ch/de/p/konzert/hip-hop-rap/skindred-gb-7129822166917298350.html"
"1699913746-256","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Zürcher Werkstattgespräch","Montag, 04. Dezember, 19:00","Literaturhaus, Zürich (CH)","Dez
				4
			
			
			
				Zürcher Werkstattgespräch
									Montag, 04. Dezember, 19:00
								Literaturhaus, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/lesungen/zuercher-werkstattgespraech-7120776656281616435.html"
"1699913746-257","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","4 - 22","Deep Dive Experience @Lichthalle Maag","2 Events","Lichthalle MAAG, Zürich (CH)","Tickets
							
							
					Eventgruppe
				
					
		

							
					Dez - Jan
					4 - 22
				
			
			
				Deep Dive Experience @Lichthalle Maag
									2 Events
								Lichthalle MAAG, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/deep-dive-experience-lichthalle-maag-7121087067396733761.html"
"1699913746-258","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Geschafft, Sonne","Montag, 04. Dezember, 19:00","Sogar Theater, Zürich (CH)","Dez
				4
			
			
			
				Geschafft, Sonne
									Montag, 04. Dezember, 19:00
								Sogar Theater, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/geschafft-sonne-7092829291965030693.html"
"1699913746-259","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Openspace Boxtraining","11 Events","Boxkeller Zürich, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				21
			
			
			
				Openspace Boxtraining
									11 Events
								Boxkeller Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/openspace-boxtraining-7081515121353079594.html"
"1699913746-260","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","28 - 19","Nightmär-chen für Erwachsene «Schneewittchen & die 7 Zwerge»","7 Events","Theater am Hechtplatz, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					28 - 19
				
			
			
				Nightmär-chen für Erwachsene «Schneewittchen & die 7 Zwerge»
									7 Events
								Theater am Hechtplatz, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/nightmaer-chen-fuer-erwachsene-schneewittchen-die-7-zwerge-7125832095276968623.html"
"1699913746-261","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Malaika Theater-Aufführung im Bernhard Theater","Montag, 04. Dezember, 19:30","Bernhard Theater, Zürich (CH)","Dez
				4
			
			
			
				Malaika Theater-Aufführung im Bernhard Theater
									Montag, 04. Dezember, 19:30
								Bernhard Theater, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/malaika-theater-auffuehrung-im-bernhard-theater-7124699307962226069.html"
"1699913746-262","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","25","Lounge - Salsa Party","6 Events","Salsarica, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				25
			
			
			
				Lounge - Salsa Party
									6 Events
								Salsarica, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/lounge-salsa-party-7120005268256018639.html"
"1699913746-263","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Lutz Jäncke - Von der Steinzeit ins Internet","Montag, 04. Dezember, 19:30","Theater Stok, Zürich (CH)","Dez
				4
			
			
			
				Lutz Jäncke - Von der Steinzeit ins Internet
									Montag, 04. Dezember, 19:30
								Theater Stok, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/lesungen/lutz-jaencke-von-der-steinzeit-ins-internet-7099384467207184201.html"
"1699913746-264","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Don't touch!","Montag, 04. Dezember, 19:30","Bernhard Theater, Zürich (CH)","Dez
				4
			
			
			
				Don't touch!
									Montag, 04. Dezember, 19:30
								Bernhard Theater, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/don-t-touch-7092482789962880643.html"
"1699913746-265","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","J.S. Bach pur mit Sir András Schiff","Montag, 04. Dezember, 19:30","Tonhalle | Grosse Tonhalle, Zürich (CH)","Dez
				4
			
			
			
				J.S. Bach pur mit Sir András Schiff
									Montag, 04. Dezember, 19:30
								Tonhalle | Grosse Tonhalle, Zürich (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/j-s-bach-pur-mit-sir-andras-schiff-7076597617707060213.html"
"1699913746-266","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","MONTAGS 992 - NIK BÄRTSCH'S RONIN","Montag, 04. Dezember, 20:00","EXIL, Zürich (CH)","Tickets
							
					
		

						
				Dez
				4
			
			
			
				MONTAGS 992 - NIK BÄRTSCH'S RONIN
									Montag, 04. Dezember, 20:00
								EXIL, Zürich (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/montags-992-nik-baertsch-s-ronin-7125913614393747963.html"
"1699913746-267","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Blumengarten (D)","Montag, 04. Dezember, 20:00","Papiersaal, Zürich (CH)","Dez
				4
			
			
			
				Blumengarten (D)
									Montag, 04. Dezember, 20:00
								Papiersaal, Zürich (CH)","https://eventfrog.ch/de/p/konzert/hip-hop-rap/blumengarten-d-7106932800851232087.html"
"1699913746-268","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Monika Helfer - Die Jungfrau","Montag, 04. Dezember, 20:00","Kaufleuten | Festsaal, Zürich (CH)","Dez
				4
			
			
			
				Monika Helfer - Die Jungfrau
									Montag, 04. Dezember, 20:00
								Kaufleuten | Festsaal, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/lesungen/monika-helfer-die-jungfrau-7099685995172271729.html"
"1699913746-269","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Loreen (SWE)","Montag, 04. Dezember, 20:00","X-TRA, Zürich (CH)","Dez
				4
			
			
			
				Loreen (SWE)
									Montag, 04. Dezember, 20:00
								X-TRA, Zürich (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/loreen-swe-7067447748962739905.html"
"1699913746-270","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Trio From Hell","Montag, 04. Dezember, 20:20","El Lokal, Zürich (CH)","Dez
				4
			
			
			
				Trio From Hell
									Montag, 04. Dezember, 20:20
								El Lokal, Zürich (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/trio-from-hell-7125163061397157996.html"
"1699913746-271","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","18 - 4","Some Like It Hot","2 Events","Filmpodium Kino, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					18 - 4
				
			
			
				Some Like It Hot
									2 Events
								Filmpodium Kino, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/some-like-it-hot-7122773892834245525.html"
"1699913746-272","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Tanzcafi Züri","Dienstag, 05. Dezember, 14:30","Miller's Studio, Zürich (CH)","Dez
				5
			
			
			
				Tanzcafi Züri
									Dienstag, 05. Dezember, 14:30
								Miller's Studio, Zürich (CH)","https://eventfrog.ch/de/p/party/pop-rock/tanzcafi-zueri-7048664426325374395.html"
"1699913746-273","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Crashkurs: Wie bitte, zeitgenössische Kunst?","Dienstag, 05. Dezember, 17:30","Helmhaus, Zürich (CH)","Dez
				5
			
			
			
				Crashkurs: Wie bitte, zeitgenössische Kunst?
									Dienstag, 05. Dezember, 17:30
								Helmhaus, Zürich (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/kultur/crashkurs-wie-bitte-zeitgenoessische-kunst-7112726448985595315.html"
"1699913746-274","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","5 - 11","Wolken Sammeln. Himmelsbeute auf Papier","87 Events","Graphische Sammlung der ETH, Zürich (CH)","Eventgruppe
				
					
		

							
					Dez - Mär
					5 - 11
				
			
			
				Wolken Sammeln. Himmelsbeute auf Papier
									87 Events
								Graphische Sammlung der ETH, Zürich (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/wolken-sammeln-himmelsbeute-auf-papier-7129821628578374217.html"
"1699913746-275","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","5 - 7","Umberto D.","2 Events","Filmpodium Kino, Zürich (CH)","Eventgruppe
				
					
		

							
					Dez - Dez
					5 - 7
				
			
			
				Umberto D.
									2 Events
								Filmpodium Kino, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/umberto-d-7122775777943184654.html"
"1699913746-276","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","1848 Frühling der Revolution","Dienstag, 05. Dezember, 18:30","Schweizerisches Nationalmuseum Landesmuseum Zürich | Auditorium, Zürich (CH)","Dez
				5
			
			
			
				1848 Frühling der Revolution
									Dienstag, 05. Dezember, 18:30
								Schweizerisches Nationalmuseum Landesmuseum Zürich | Auditorium, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/podium/1848-fruehling-der-revolution-7107718124959374892.html"
"1699913746-277","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Life drawing at Sihl13","Dienstag, 05. Dezember, 19:00","Sihl13, Zürich (CH)","Tickets
							
					
		

						
				Dez
				5
			
			
			
				Life drawing at Sihl13
									Dienstag, 05. Dezember, 19:00
								Sihl13, Zürich (CH)","https://eventfrog.ch/de/p/kurse-seminare/freizeit-hobby/life-drawing-at-sihl13-7129844756935292081.html"
"1699913746-278","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","2","Walkways","5 Events","Opernhaus | Studiobühne, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				2
			
			
			
				Walkways
									5 Events
								Opernhaus | Studiobühne, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/walkways-7112748709121605451.html"
"1699913746-279","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Kuschelabend für alle","Dienstag, 05. Dezember, 19:00","Bodywork Center, Engweg 3, 8006 Zürich, Zürich (CH)","Tickets
							
					
		

						
				Dez
				5
			
			
			
				Kuschelabend für alle
									Dienstag, 05. Dezember, 19:00
								Bodywork Center, Engweg 3, 8006 Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gesundheit-spiritualitaet/gesundheit-wohlbefinden/kuschelabend-fuer-alle-7053467383600418829.html"
"1699913746-280","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Oerlikon Comedy mit Joël von Mutzenbecher, Leila Ladari & ..","Dienstag, 05. Dezember, 19:30","ExKinoBar, Zürich (CH)","Ausverkauft
							
					
		

						
				Dez
				5
			
			
			
				Oerlikon Comedy mit Joël von Mutzenbecher, Leila Ladari & ..
									Dienstag, 05. Dezember, 19:30
								ExKinoBar, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/comedy-kabarett/oerlikon-comedy-mit-joel-von-mutzenbecher-leila-ladari-7114976034173169146.html"
"1699913746-281","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","ZauBerhaft","Dienstag, 05. Dezember, 19:30","Cantaleum Zürich, Zürich (CH)","Dez
				5
			
			
			
				ZauBerhaft
									Dienstag, 05. Dezember, 19:30
								Cantaleum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/zauberhaft-7113346659015180546.html"
"1699913746-282","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Hope und Isserlis","Dienstag, 05. Dezember, 19:30","Tonhalle Zürich, Zürich (CH)","Dez
				5
			
			
			
				Hope und Isserlis
									Dienstag, 05. Dezember, 19:30
								Tonhalle Zürich, Zürich (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/hope-und-isserlis-7103924575042211579.html"
"1699913746-283","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Film Screening "" The Meaningless Pursuit of Snow""","Dienstag, 05. Dezember, 20:00","Kino Riffraff, Zürich (CH)","Tickets
							
					
		

						
				Dez
				5
			
			
			
				Film Screening "" The Meaningless Pursuit of Snow""
									Dienstag, 05. Dezember, 20:00
								Kino Riffraff, Zürich (CH)","https://eventfrog.ch/de/p/freizeit-ausfluege/film-kino/film-screening-the-meaningless-pursuit-of-snow-7128439907005999692.html"
"1699913746-284","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Traktanden nach Noten - eine amtliche Revue","Dienstag, 05. Dezember, 20:00","Theater Rigiblick, Zürich (CH)","Dez
				5
			
			
			
				Traktanden nach Noten - eine amtliche Revue
									Dienstag, 05. Dezember, 20:00
								Theater Rigiblick, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/traktanden-nach-noten-eine-amtliche-revue-7125794210037323284.html"
"1699913746-285","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","5 - 28","Liebes Arschloch","7 Events","Schauspielhaus Pfauen | Kammer, Zürich (CH)","Eventgruppe
				
					
		

							
					Dez - Dez
					5 - 28
				
			
			
				Liebes Arschloch
									7 Events
								Schauspielhaus Pfauen | Kammer, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/liebes-arschloch-7128553707734546801.html"
"1699913746-286","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Charles Nguela - R.E.S.P.E.C.T.","Dienstag, 05. Dezember, 20:00","Bernhard Theater, Zürich (CH)","Dez
				5
			
			
			
				Charles Nguela - R.E.S.P.E.C.T.
									Dienstag, 05. Dezember, 20:00
								Bernhard Theater, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/comedy-kabarett/charles-nguela-r-e-s-p-e-c-t-7092482794123630212.html"
"1699913746-287","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","The Brand New Heavies","Dienstag, 05. Dezember, 20:00","Kaufleuten Club, Zürich (CH)","Dez
				5
			
			
			
				The Brand New Heavies
									Dienstag, 05. Dezember, 20:00
								Kaufleuten Club, Zürich (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/the-brand-new-heavies-7043949180499136166.html"
"1699913746-288","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20","Orgelmusik am Morgen","6 Events","Kirche Fraumünster, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				20
			
			
			
				Orgelmusik am Morgen
									6 Events
								Kirche Fraumünster, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/orgelmusik-am-morgen-7119956424155721182.html"
"1699913746-289","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","6 - 7","Die Besten in Architektur, Landschaft und Design","29 Events","Museum für Gestaltung Zürich, Zürich (CH)","Eventgruppe
				
					
		

							
					Dez - Jan
					6 - 7
				
			
			
				Die Besten in Architektur, Landschaft und Design
									29 Events
								Museum für Gestaltung Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/die-besten-in-architektur-landschaft-und-design-7126214684215025609.html"
"1699913746-290","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Ich steh' an deiner Krippe","Mittwoch, 06. Dezember, 10:00","Zoo Zürich, Zürich (CH)","Dez
				6
			
			
			
				Ich steh' an deiner Krippe
									Mittwoch, 06. Dezember, 10:00
								Zoo Zürich, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/fuehrung/ich-steh-an-deiner-krippe-7031946009501376287.html"
"1699913746-291","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Winter-Atelier","Mittwoch, 06. Dezember, 13:30","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","Dez
				6
			
			
			
				Winter-Atelier
									Mittwoch, 06. Dezember, 13:30
								Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/diverses/winter-atelier-7123278523360310286.html"
"1699913746-292","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","<p>«Wie möchtest Du im Museum präsentiert sein?»</p>","Mittwoch, 06. Dezember, 15:00","Völkerkundemuseum Universität Zürich, Zürich (CH)","Dez
				6
			
			
			
				<p>«Wie möchtest Du im Museum präsentiert sein?»</p>
									Mittwoch, 06. Dezember, 15:00
								Völkerkundemuseum Universität Zürich, Zürich (CH)","https://eventfrog.ch/de/p/diverses/p-wie-moechtest-du-im-museum-praesentiert-sein-p-7112988087467095518.html"
