web-scraper-order,web-scraper-start-url,is_eventgruppe,day,name,full_date,location,link,link-href
"1699913746-1","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30","Einjährige Jubiläumsausstellung","384 Events","Musée Visionnaire, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Nov
				30
			
			
			
				Einjährige Jubiläumsausstellung
									384 Events
								Musée Visionnaire, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/einjaehrige-jubilaeumsausstellung-7124792867919189088.html"
"1699913746-2","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","11. Porny Days","Freitag, 01. Dezember, 00:00","Stadt Zürich, Zürich (CH)","Dez
				1
			
			
			
				11. Porny Days
									Freitag, 01. Dezember, 00:00
								Stadt Zürich, Zürich (CH)","https://eventfrog.ch/de/p/festivals/11-porny-days-7123626072923436600.html"
"1699913746-3","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30","Remember, you are but tiny bits of existence","168 Events","Tableau Zurich, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Apr
				30
			
			
			
				Remember, you are but tiny bits of existence
									168 Events
								Tableau Zurich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/remember-you-are-but-tiny-bits-of-existence-7112816682444219131.html"
"1699913746-4","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","29","Zürcher Wochenmarkt","14 Events","Bürkliplatz, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				29
			
			
			
				Zürcher Wochenmarkt
									14 Events
								Bürkliplatz, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/zuercher-wochenmarkt-7119960594925458752.html"
"1699913746-5","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","29","Zürcher Wochenmarkt","14 Events","Helvetiaplatz, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				29
			
			
			
				Zürcher Wochenmarkt
									14 Events
								Helvetiaplatz, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/zuercher-wochenmarkt-7119959379802027590.html"
"1699913746-6","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","29","Zürcher Wochenmarkt","14 Events","Milchbuckstrasse, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				29
			
			
			
				Zürcher Wochenmarkt
									14 Events
								Milchbuckstrasse, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/zuercher-wochenmarkt-7119959357236661009.html"
"1699913746-7","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","2","Unseen Sights","50 Events","Universitätsklinik Balgrist, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				2
			
			
			
				Unseen Sights
									50 Events
								Universitätsklinik Balgrist, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/unseen-sights-7114911326506293238.html"
"1699913746-8","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","13","What We Know","26 Events","Kulturhaus Helferei | Foyer, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				13
			
			
			
				What We Know
									26 Events
								Kulturhaus Helferei | Foyer, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/what-we-know-7128716691177992422.html"
"1699913746-9","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","3","Alles, was Sie brauchen!","111 Events","Zentralbibliothek Zürich | Themenraum Turicensia, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Mär
				3
			
			
			
				Alles, was Sie brauchen!
									111 Events
								Zentralbibliothek Zürich | Themenraum Turicensia, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/alles-was-sie-brauchen-7127343164243831192.html"
"1699913746-10","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","1","Constitutio","16 Events","Karl der Grosse | Foyer, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				1
			
			
			
				Constitutio
									16 Events
								Karl der Grosse | Foyer, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/constitutio-7119979969837503811.html"
"1699913746-11","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","15","Kunstintervention im Park","32 Events","Freibad Letzigraben, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				15
			
			
			
				Kunstintervention im Park
									32 Events
								Freibad Letzigraben, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/kunstintervention-im-park-7120002998411949669.html"
"1699913746-12","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30","Eine Zukunft für die Vergangenheit. Sammlung Bührle: Kunst, Kontext, Krieg und Konflikt","319 Events","Kunsthaus Zürich, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Nov
				30
			
			
			
				Eine Zukunft für die Vergangenheit. Sammlung Bührle: Kunst, Kontext, Krieg und Konflikt
									319 Events
								Kunsthaus Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/eine-zukunft-fuer-die-vergangenheit-sammlung-buehrle-kunst-kontext-krieg-und-kon-7128947095264804047.html"
"1699913746-13","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Revival der Galerie Palette (1949-1993)","Freitag, 01. Dezember, 10:00 – Samstag, 27. Januar, 21:00","Galerie Palette, Zürich (CH)","Dez
				1
			
			
			
				Revival der Galerie Palette (1949-1993)
									Freitag, 01. Dezember, 10:00 – Samstag, 27. Januar, 21:00
								Galerie Palette, Zürich (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/revival-der-galerie-palette-1949-1993-7123361416170418006.html"
"1699913746-14","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17 - 1","Weihnachten & Krippen","38 Events","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Jan
					17 - 1
				
			
			
				Weihnachten & Krippen
									38 Events
								Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/weihnachten-krippen-7123264512103225184.html"
"1699913746-15","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","15 - 28","Imagine Picasso","65 Events","Lichthalle MAAG, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Jan
					15 - 28
				
			
			
				Imagine Picasso
									65 Events
								Lichthalle MAAG, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/imagine-picasso-7120498210389332956.html"
"1699913746-16","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","25","Designing the Beautiful Game","91 Events","FIFA World Football Museum, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Feb
				25
			
			
			
				Designing the Beautiful Game
									91 Events
								FIFA World Football Museum, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/designing-the-beautiful-game-7119991478219114083.html"
"1699913746-17","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","1 - 28","Margrit Linck (1897-1983). Pionierin der Keramik","128 Events","Museum für Gestaltung (Toni-Areal), Zürich (CH)","Eventgruppe
				
					
		

							
					Dez - Apr
					1 - 28
				
			
			
				Margrit Linck (1897-1983). Pionierin der Keramik
									128 Events
								Museum für Gestaltung (Toni-Areal), Zürich (CH)","https://eventfrog.ch/de/p/gruppen/margrit-linck-1897-1983-pionierin-der-keramik-7119991136865721512.html"
"1699913746-18","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","31","Pixel Zoo Ocean","28 Events","Kirche auf der Egg (Neue Kirche Wollishofen), Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				31
			
			
			
				Pixel Zoo Ocean
									28 Events
								Kirche auf der Egg (Neue Kirche Wollishofen), Zürich (CH)","https://eventfrog.ch/de/p/gruppen/pixel-zoo-ocean-7119988461273036385.html"
"1699913746-19","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","14 - 14","Sprachenland Schweiz","50 Events","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Jan
					14 - 14
				
			
			
				Sprachenland Schweiz
									50 Events
								Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/sprachenland-schweiz-7119979776727572156.html"
"1699913746-20","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Der Überfluss der Welt","60 Events","Museum Rietberg, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				21
			
			
			
				Der Überfluss der Welt
									60 Events
								Museum Rietberg, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/der-ueberfluss-der-welt-7089927755828015972.html"
"1699913746-21","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21 - 2","Nägelis Postfach. Der Zürcher Musikverleger bei der Arbeit","10 Events","Zentralbibliothek Zürich | Themenraum Turicensia, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					21 - 2
				
			
			
				Nägelis Postfach. Der Zürcher Musikverleger bei der Arbeit
									10 Events
								Zentralbibliothek Zürich | Themenraum Turicensia, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/naegelis-postfach-der-zuercher-musikverleger-bei-der-arbeit-7127342487715171333.html"
"1699913746-22","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","1 - 12","Plünderware? 5 Fragen an Objekte aus China am Ende der Kaiserzeit","141 Events","Völkerkundemuseum Universität Zürich, Zürich (CH)","Eventgruppe
				
					
		

							
					Dez - Mai
					1 - 12
				
			
			
				Plünderware? 5 Fragen an Objekte aus China am Ende der Kaiserzeit
									141 Events
								Völkerkundemuseum Universität Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/pluenderware-5-fragen-an-objekte-aus-china-am-ende-der-kaiserzeit-7120959816151813899.html"
"1699913746-23","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","6","Kimono - Kyoto to Catwalk","39 Events","Museum Rietberg, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				6
			
			
			
				Kimono - Kyoto to Catwalk
									39 Events
								Museum Rietberg, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/kimono-kyoto-to-catwalk-7119965005043177265.html"
"1699913746-24","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","14","Zeit","54 Events","Kunsthaus Zürich, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				14
			
			
			
				Zeit
									54 Events
								Kunsthaus Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/zeit-7119964285015386280.html"
"1699913746-25","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","7","Caleidoscope","48 Events","Museum für Gestaltung (Toni-Areal), Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				7
			
			
			
				Caleidoscope
									48 Events
								Museum für Gestaltung (Toni-Areal), Zürich (CH)","https://eventfrog.ch/de/p/gruppen/caleidoscope-7103159197810812002.html"
"1699913746-26","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","25","Talking Bodies - Körperbilder im Plakat","87 Events","Museum für Gestaltung Zürich, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Feb
				25
			
			
			
				Talking Bodies - Körperbilder im Plakat
									87 Events
								Museum für Gestaltung Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/talking-bodies-koerperbilder-im-plakat-7119962091918712612.html"
"1699913746-27","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","23","Bibliothek zur glücklichen Zukunft","30 Events","Klimapavillon, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				23
			
			
			
				Bibliothek zur glücklichen Zukunft
									30 Events
								Klimapavillon, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/bibliothek-zur-gluecklichen-zukunft-7119962443988545422.html"
"1699913746-28","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","23 - 23","Weihnachtsmarkt","31 Events","Münsterhof, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					23 - 23
				
			
			
				Weihnachtsmarkt
									31 Events
								Münsterhof, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/weihnachtsmarkt-7127603289265222302.html"
"1699913746-29","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 23","Weihnachtsmarkt Dörfli","30 Events","Niederdorf, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					24 - 23
				
			
			
				Weihnachtsmarkt Dörfli
									30 Events
								Niederdorf, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/weihnachtsmarkt-doerfli-7127595912424046672.html"
"1699913746-30","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 24","30. Zürcher Christkindlimarkt","31 Events","Hauptbahnhof Zürich | Ausgang Bahnhofstrasse, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					24 - 24
				
			
			
				30. Zürcher Christkindlimarkt
									31 Events
								Hauptbahnhof Zürich | Ausgang Bahnhofstrasse, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/30-zuercher-christkindlimarkt-7127595505685587111.html"
"1699913746-31","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","6","Stephan Balkenhol","40 Events","Mai 36 Galerie, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				6
			
			
			
				Stephan Balkenhol
									40 Events
								Mai 36 Galerie, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/stephan-balkenhol-7125862346740685938.html"
"1699913746-32","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17 - 17","Rebet'z Carpets","67 Events","Galerie Nicola von Senger, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Feb
					17 - 17
				
			
			
				Rebet'z Carpets
									67 Events
								Galerie Nicola von Senger, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/rebet-z-carpets-7124785944490631483.html"
"1699913746-33","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","23","Tektur","24 Events","Galerie Lange + Pult, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				23
			
			
			
				Tektur
									24 Events
								Galerie Lange + Pult, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/tektur-7123248330201594259.html"
"1699913746-34","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","23 - 23","Zürcher Weihnachtsallee","31 Events","Europaallee, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					23 - 23
				
			
			
				Zürcher Weihnachtsallee
									31 Events
								Europaallee, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/zuercher-weihnachtsallee-7120724218954625400.html"
"1699913746-35","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","25 - 19","Winterzauber auf dem Uetliberg","21 Events","Hotel Uto Kulm, Uetliberg (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					25 - 19
				
			
			
				Winterzauber auf dem Uetliberg
									21 Events
								Hotel Uto Kulm, Uetliberg (CH)","https://eventfrog.ch/de/p/gruppen/winterzauber-auf-dem-uetliberg-7119634642676701532.html"
"1699913746-36","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","As in a Melody or a Bird’s Nest","58 Events","Kunsthalle Zürich, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				21
			
			
			
				As in a Melody or a Bird’s Nest
									58 Events
								Kunsthalle Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/as-in-a-melody-or-a-birds-nest-7120002253465817943.html"
"1699913746-37","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","6","«verstehen». Das Problem des Anderen","47 Events","Helmhaus, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				6
			
			
			
				«verstehen». Das Problem des Anderen
									47 Events
								Helmhaus, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/verstehen-das-problem-des-anderen-7119999839878718328.html"
"1699913746-38","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","23 - 23","Zürcher Wienachtsdorf am Bellevue","31 Events","Sechseläutenplatz, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					23 - 23
				
			
			
				Zürcher Wienachtsdorf am Bellevue
									31 Events
								Sechseläutenplatz, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/zuercher-wienachtsdorf-am-bellevue-7119996874879134508.html"
"1699913746-39","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Interdependencies - Perspectives on Care and Resilience","59 Events","Migros Museum für Gegenwartskunst, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				21
			
			
			
				Interdependencies - Perspectives on Care and Resilience
									59 Events
								Migros Museum für Gegenwartskunst, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/interdependencies-perspectives-on-care-and-resilience-7119978143931135305.html"
"1699913746-40","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Zürich Biennale","60 Events","Kunsthalle Zürich, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				21
			
			
			
				Zürich Biennale
									60 Events
								Kunsthalle Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/zuerich-biennale-7119996428680640754.html"
"1699913746-41","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","14","Dem Raum Raum geben","51 Events","Haus Konstruktiv, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				14
			
			
			
				Dem Raum Raum geben
									51 Events
								Haus Konstruktiv, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/dem-raum-raum-geben-7119996327451106530.html"
"1699913746-42","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","22","H O R I Z O N","29 Events","Lullin + Ferrari, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				22
			
			
			
				H O R I Z O N
									29 Events
								Lullin + Ferrari, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/h-o-r-i-z-o-n-7128287352900778304.html"
"1699913746-43","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","22","Home Theater","29 Events","Lullin + Ferrari, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				22
			
			
			
				Home Theater
									29 Events
								Lullin + Ferrari, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/home-theater-7128279622383241236.html"
"1699913746-44","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24","Melencolia","60 Events","Galerie Eva Presenhuber, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Feb
				24
			
			
			
				Melencolia
									60 Events
								Galerie Eva Presenhuber, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/melencolia-7123249175571935340.html"
"1699913746-45","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","22","Villa Venus: An Organized Dream","23 Events","Galerie Eva Presenhuber, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				22
			
			
			
				Villa Venus: An Organized Dream
									23 Events
								Galerie Eva Presenhuber, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/villa-venus-an-organized-dream-7123248539375730168.html"
"1699913746-46","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","7","Enfants terribles - Unheimliche Kindergeschichten","48 Events","Museum Strauhof, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				7
			
			
			
				Enfants terribles - Unheimliche Kindergeschichten
									48 Events
								Museum Strauhof, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/enfants-terribles-unheimliche-kindergeschichten-7119991328809679824.html"
"1699913746-47","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","26","James Turrell","44 Events","Häusler Contemporary Zürich, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Jan
				26
			
			
			
				James Turrell
									44 Events
								Häusler Contemporary Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/james-turrell-7089224032931784988.html"
