web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,location
"1699914567-61","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				1
			
			
			
				Revival der Galerie Palette (1949-1993)
									Freitag, 01. Dezember, 10:00 – Samstag, 27. Januar, 21:00
								Galerie Palette, Zürich (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/revival-der-galerie-palette-1949-1993-7123361416170418006.html","Revival der Galerie Palette (1949-1993)","","Freitag, 01. Dezember, 10:00 – Samstag, 27. Januar, 21:00","Galerie Palette, Zürich (CH)"
"1699914567-62","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Jan
					17 - 1
				
			
			
				Weihnachten & Krippen
									38 Events
								Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/weihnachten-krippen-7123264512103225184.html","Weihnachten & Krippen","Eventgruppe","38 Events","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699914567-63","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Jun
				30
			
			
			
				Heimat
									198 Events
								Alpines Museum der Schweiz, Bern (CH)","https://eventfrog.ch/de/p/gruppen/heimat-7122914107125103696.html","Heimat","Eventgruppe","198 Events","Alpines Museum der Schweiz, Bern (CH)"
"1699914567-64","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				8
			
			
			
				Thomas Huber – On Perspective
									19 Events
								Kromya Art Gallery, Lugano (CH)","https://eventfrog.ch/de/p/gruppen/thomas-huber-on-perspective-7121294289158507371.html","Thomas Huber – On Perspective","Eventgruppe","19 Events","Kromya Art Gallery, Lugano (CH)"
"1699914567-65","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				22
			
			
			
				Santídio Pereira
									29 Events
								Xippas, Genf (CH)","https://eventfrog.ch/de/p/gruppen/santidio-pereira-7121099739399932171.html","Santídio Pereira","Eventgruppe","29 Events","Xippas, Genf (CH)"
"1699914567-66","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				2
			
			
			
				Mehmet & Kazim
									15 Events
								Contemporary Fine Arts, Basel (CH)","https://eventfrog.ch/de/p/gruppen/mehmet-kazim-7120499660406378497.html","Mehmet & Kazim","Eventgruppe","15 Events","Contemporary Fine Arts, Basel (CH)"
"1699914567-67","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Jan
					15 - 28
				
			
			
				Imagine Picasso
									65 Events
								Lichthalle MAAG, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/imagine-picasso-7120498210389332956.html","Imagine Picasso","Eventgruppe","65 Events","Lichthalle MAAG, Zürich (CH)"
"1699914567-68","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Jan
				7
			
			
			
				Stéphanie Giorgis
									38 Events
								Espace Graffenried, Aigle (CH)","https://eventfrog.ch/de/p/gruppen/stephanie-giorgis-7120384841124619413.html","Stéphanie Giorgis","Eventgruppe","38 Events","Espace Graffenried, Aigle (CH)"
"1699914567-69","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Mär
				10
			
			
			
				Marius Borgeaud
									99 Events
								Espace Graffenried, Aigle (CH)","https://eventfrog.ch/de/p/gruppen/marius-borgeaud-7120008026497443075.html","Marius Borgeaud","Eventgruppe","99 Events","Espace Graffenried, Aigle (CH)"
"1699914567-70","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				1
			
			
			
				Adventsbazar mit Adventsfenster
									Freitag, 01. Dezember, 10:00
								Stiftung Steinegg, Wiesendangen (CH)","https://eventfrog.ch/de/p/maerkte/adventsbazar-mit-adventsfenster-7118270220326645335.html","Adventsbazar mit Adventsfenster","","Freitag, 01. Dezember, 10:00","Stiftung Steinegg, Wiesendangen (CH)"
"1699914567-71","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Jan
				11
			
			
			
				Gipfelstürmer und Schlafmützen
									49 Events
								Kunstmuseum St.Gallen, St.Gallen (CH)","https://eventfrog.ch/de/p/gruppen/gipfelstuermer-und-schlafmuetzen-7118217657577321476.html","Gipfelstürmer und Schlafmützen","Eventgruppe","49 Events","Kunstmuseum St.Gallen, St.Gallen (CH)"
"1699914567-72","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Jan
					16 - 7
				
			
			
				Stille Nacht?
									46 Events
								Museum der Kulturen Basel, Basel (CH)","https://eventfrog.ch/de/p/gruppen/stille-nacht-7120005018246123495.html","Stille Nacht?","Eventgruppe","46 Events","Museum der Kulturen Basel, Basel (CH)"
"1699914567-73","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Jan
					24 - 21
				
			
			
				Warum schenken wir? Gabentausch rund um die Welt
									51 Events
								Kulturmuseum, St. Gallen (CH)","https://eventfrog.ch/de/p/gruppen/warum-schenken-wir-gabentausch-rund-um-die-welt-7114605452768262432.html","Warum schenken wir? Gabentausch rund um die Welt","Eventgruppe","51 Events","Kulturmuseum, St. Gallen (CH)"
"1699914567-74","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Jan
					1 - 14
				
			
			
				Der Goalie bin ig
									4 Events
								Bühnen Bern - Vidmar 1, Liebefeld (CH)","https://eventfrog.ch/de/p/gruppen/der-goalie-bin-ig-7120001478165500028.html","Der Goalie bin ig","Eventgruppe","4 Events","Bühnen Bern - Vidmar 1, Liebefeld (CH)"
"1699914567-75","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Jan
				20
			
			
			
				Sichtbar versteckte Botschaften
									49 Events
								Museum Cerny Inuit Collection, Bern (CH)","https://eventfrog.ch/de/p/gruppen/sichtbar-versteckte-botschaften-7119998534846207690.html","Sichtbar versteckte Botschaften","Eventgruppe","49 Events","Museum Cerny Inuit Collection, Bern (CH)"
"1699914567-76","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				29
			
			
			
				pixCed – Ced Vernay
									34 Events
								Calamart galerie urbaine, Genf (CH)","https://eventfrog.ch/de/p/gruppen/pixced-ced-vernay-7119998805945051065.html","pixCed – Ced Vernay","Eventgruppe","34 Events","Calamart galerie urbaine, Genf (CH)"
"1699914567-77","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Jun
				30
			
			
			
				Rausch – Extase – Rush
									198 Events
								Historisches Museum Basel – Barfüsserkirche, Basel (CH)","https://eventfrog.ch/de/p/gruppen/rausch-extase-rush-7109595766218260895.html","Rausch – Extase – Rush","Eventgruppe","198 Events","Historisches Museum Basel – Barfüsserkirche, Basel (CH)"
"1699914567-78","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Feb
				18
			
			
			
				Sacré Mormont !
									82 Events
								Palais de Rumine, Lausanne (CH)","https://eventfrog.ch/de/p/gruppen/sacre-mormont-7119995075988259274.html","Sacré Mormont !","Eventgruppe","82 Events","Palais de Rumine, Lausanne (CH)"
"1699914567-79","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Jan
				7
			
			
			
				Mirage
									48 Events
								Musée Cantonal des Beaux-Arts, Lausanne (CH)","https://eventfrog.ch/de/p/gruppen/mirage-7119995992561155895.html","Mirage","Eventgruppe","48 Events","Musée Cantonal des Beaux-Arts, Lausanne (CH)"
"1699914567-80","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Feb
				18
			
			
			
				Steinlen. Coups de griffe et patte de velours
									81 Events
								Musée Cantonal des Beaux-Arts, Lausanne (CH)","https://eventfrog.ch/de/p/gruppen/steinlen-coups-de-griffe-et-patte-de-velours-7118031160827960227.html","Steinlen. Coups de griffe et patte de velours","Eventgruppe","81 Events","Musée Cantonal des Beaux-Arts, Lausanne (CH)"
"1699914567-81","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				2
			
			
			
				Sean Shanahan - Plainsong
									15 Events
								Espace Muraille, Genf (CH)","https://eventfrog.ch/de/p/gruppen/sean-shanahan-plainsong-7119994080117860748.html","Sean Shanahan - Plainsong","Eventgruppe","15 Events","Espace Muraille, Genf (CH)"
"1699914567-82","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Feb
				4
			
			
			
				Space is the place
									71 Events
								Mudac, Lausanne (CH)","https://eventfrog.ch/de/p/gruppen/space-is-the-place-7119993474745576074.html","Space is the place","Eventgruppe","71 Events","Mudac, Lausanne (CH)"
"1699914567-83","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Mär
				3
			
			
			
				Reto Bärtschi
									96 Events
								Museum Franz Gertsch, Burgdorf (CH)","https://eventfrog.ch/de/p/gruppen/reto-baertschi-7119992028289510832.html","Reto Bärtschi","Eventgruppe","96 Events","Museum Franz Gertsch, Burgdorf (CH)"
"1699914567-84","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Mär
				3
			
			
			
				Marc-Antoine Fehr
									96 Events
								Museum Franz Gertsch, Burgdorf (CH)","https://eventfrog.ch/de/p/gruppen/marc-antoine-fehr-7119992016394464652.html","Marc-Antoine Fehr","Eventgruppe","96 Events","Museum Franz Gertsch, Burgdorf (CH)"
"1699914567-85","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Mär
				3
			
			
			
				On Show
									96 Events
								Museum Franz Gertsch, Burgdorf (CH)","https://eventfrog.ch/de/p/gruppen/on-show-7119992001643097184.html","On Show","Eventgruppe","96 Events","Museum Franz Gertsch, Burgdorf (CH)"
"1699914567-86","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Jan
					1 - 21
				
			
			
				Cantonale Berne Jura
									45 Events
								Museum Franz Gertsch, Burgdorf (CH)","https://eventfrog.ch/de/p/gruppen/cantonale-berne-jura-7119991438033486898.html","Cantonale Berne Jura","Eventgruppe","45 Events","Museum Franz Gertsch, Burgdorf (CH)"
"1699914567-87","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Feb
				25
			
			
			
				Designing the Beautiful Game
									91 Events
								FIFA World Football Museum, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/designing-the-beautiful-game-7119991478219114083.html","Designing the Beautiful Game","Eventgruppe","91 Events","FIFA World Football Museum, Zürich (CH)"
"1699914567-88","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Apr
					1 - 28
				
			
			
				Margrit Linck (1897-1983). Pionierin der Keramik
									128 Events
								Museum für Gestaltung (Toni-Areal), Zürich (CH)","https://eventfrog.ch/de/p/gruppen/margrit-linck-1897-1983-pionierin-der-keramik-7119991136865721512.html","Margrit Linck (1897-1983). Pionierin der Keramik","Eventgruppe","128 Events","Museum für Gestaltung (Toni-Areal), Zürich (CH)"
"1699914567-89","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Apr
				14
			
			
			
				Fortunes et reflets au temps de Pierre II de Savoie
									151 Events
								Château de Chillon, Veytaux (CH)","https://eventfrog.ch/de/p/gruppen/fortunes-et-reflets-au-temps-de-pierre-ii-de-savoie-7119990856254211037.html","Fortunes et reflets au temps de Pierre II de Savoie","Eventgruppe","151 Events","Château de Chillon, Veytaux (CH)"
"1699914567-90","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					1 - 3
				
			
			
				M.A.R
									4 Events
								Schlachthaus Theater Bern, Bern (CH)","https://eventfrog.ch/de/p/gruppen/m-a-r-7104930896193459117.html","M.A.R","Eventgruppe","4 Events","Schlachthaus Theater Bern, Bern (CH)"
"1699914567-91","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				31
			
			
			
				Pixel Zoo Ocean
									28 Events
								Kirche auf der Egg (Neue Kirche Wollishofen), Zürich (CH)","https://eventfrog.ch/de/p/gruppen/pixel-zoo-ocean-7119988461273036385.html","Pixel Zoo Ocean","Eventgruppe","28 Events","Kirche auf der Egg (Neue Kirche Wollishofen), Zürich (CH)"
"1699914567-92","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				3
			
			
			
				Not My Circus, Not My Monkeys
									18 Events
								Kunstmuseum Thun, Thun (CH)","https://eventfrog.ch/de/p/gruppen/not-my-circus-not-my-monkeys-7104720156434055191.html","Not My Circus, Not My Monkeys","Eventgruppe","18 Events","Kunstmuseum Thun, Thun (CH)"
"1699914567-93","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Aug
				18
			
			
			
				Auf der Suche nach dem Paradiesvogel
									238 Events
								Museum BL, Liestal (CH)","https://eventfrog.ch/de/p/gruppen/auf-der-suche-nach-dem-paradiesvogel-7119963790674710037.html","Auf der Suche nach dem Paradiesvogel","Eventgruppe","238 Events","Museum BL, Liestal (CH)"
"1699914567-94","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Jan
				21
			
			
			
				Kosmos Klee
									60 Events
								Zentrum Paul Klee, Bern (CH)","https://eventfrog.ch/de/p/gruppen/kosmos-klee-7119956944748542817.html","Kosmos Klee","Eventgruppe","60 Events","Zentrum Paul Klee, Bern (CH)"
"1699914567-95","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Aug
				28
			
			
			
				Mein 1871. Spuren, Schicksale, Geschichten
									289 Events
								Bourbaki Panorama, Luzern (CH)","https://eventfrog.ch/de/p/gruppen/mein-1871-spuren-schicksale-geschichten-7098338633543833658.html","Mein 1871. Spuren, Schicksale, Geschichten","Eventgruppe","289 Events","Bourbaki Panorama, Luzern (CH)"
"1699914567-96","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Mär
				17
			
			
			
				Kleine französische Turmuhr, 16./17. Jh. (Gastspiel)
									108 Events
								Uhrenmuseum Winterthur, Winterthur (CH)","https://eventfrog.ch/de/p/gruppen/kleine-franzoesische-turmuhr-16-17-jh-gastspiel-7119984190582360736.html","Kleine französische Turmuhr, 16./17. Jh. (Gastspiel)","Eventgruppe","108 Events","Uhrenmuseum Winterthur, Winterthur (CH)"
"1699914567-97","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Jan
				21
			
			
			
				Les Années Fauves
									69 Events
								Fondation Pierre Gianadda, Martigny (CH)","https://eventfrog.ch/de/p/gruppen/les-annees-fauves-7119983358755432567.html","Les Années Fauves","Eventgruppe","69 Events","Fondation Pierre Gianadda, Martigny (CH)"
"1699914567-98","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Mär
				10
			
			
			
				Roman Signer
									102 Events
								Kunstmuseum SG Kirchhoferhaus, Sankt Gallen (CH)","https://eventfrog.ch/de/p/gruppen/roman-signer-7119982693069084468.html","Roman Signer","Eventgruppe","102 Events","Kunstmuseum SG Kirchhoferhaus, Sankt Gallen (CH)"
"1699914567-99","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				15
			
			
			
				Jost Bürgi - Schlüssel zum Kosmos
									23 Events
								Kulturmuseum (ehemals Historisches und Völkerkundemuseum), Sankt Gallen (CH)","https://eventfrog.ch/de/p/gruppen/jost-buergi-schluessel-zum-kosmos-7119982682109366000.html","Jost Bürgi - Schlüssel zum Kosmos","Eventgruppe","23 Events","Kulturmuseum (ehemals Historisches und Völkerkundemuseum), Sankt Gallen (CH)"
